orthogroup	callable_sites	bombus_difference_fraction	candidate_any	candidate_core	is_para	candidate_categories	laboriosa_accession	laboriosa_gene	laboriosa_description	hits_Apis_laboriosa	hits_Apis_dorsata	hits_Apis_mellifera	hits_Apis_cerana	hits_Apis_florea	bombus_difference_fraction_Apis_laboriosa	bombus_difference_fraction_Apis_dorsata	bombus_difference_fraction_Apis_mellifera	bombus_difference_fraction_Apis_cerana	bombus_difference_fraction_Apis_florea
OG0000731	539	0.18923933209647495	False	False	False		XP_043792128.1	LOC122714661	XP_043792128.1 fatty-acid amide hydrolase 2-A-like [Apis laboriosa]	0	0	1	1	4	0.18923933209647495	0.19109461966604824	0.18552875695732837	0.18738404452690166	0.18738404452690166
OG0000732	504	0.013888888888888888	False	False	False		XP_043800654.1	LOC122719134	XP_043800654.1 protein groucho isoform X1 [Apis laboriosa]	0	0	0	0	0	0.013888888888888888	0.07539682539682539	0.013888888888888888	0.013888888888888888	0.013888888888888888
OG0000733	786	0.007633587786259542	False	False	False		XP_043800990.1	LOC122719331	XP_043800990.1 protein groucho-like isoform X1 [Apis laboriosa]	0	0	0	0	0	0.007633587786259542	0.008905852417302799	0.007633587786259542	0.007633587786259542	0.007633587786259542
OG0000734	761	0.010512483574244415	False	False	False		XP_043801041.1	LOC122719377	XP_043801041.1 protein groucho-like isoform X1 [Apis laboriosa]	0	0	0	0	0	0.010512483574244415	0.010512483574244415	0.010512483574244415	0.010512483574244415	0.010512483574244415
OG0000735	206	0.0825242718446602	False	False	False		XP_043785243.1	LOC122710990	XP_043785243.1 peptidyl-prolyl cis-trans isomerase-like [Apis laboriosa]	0	0	0	0	0	0.0825242718446602	0.0825242718446602	0.0825242718446602	0.1407766990291262	0.0825242718446602
OG0000736	540	0.20925925925925926	False	False	False		XP_043802369.1	LOC122720031	XP_043802369.1 zinc finger protein 665-like [Apis laboriosa]	0	0	1	0	3	0.20925925925925926	0.2111111111111111	0.22592592592592592	0.2074074074074074	0.22962962962962963
OG0000737	983	0.28585961342828076	False	False	False		XP_043789934.1	LOC122713487	XP_043789934.1 phospholipid-transporting ATPase IF-like isoform X1 [Apis laboriosa]	2	1	3	3	9	0.28585961342828076	0.28891149542217703	0.2980671414038657	0.29298067141403866	0.2980671414038657
OG0000738	1220	0.06393442622950819	False	False	False		XP_043801903.1	LOC122719805	XP_043801903.1 probable phospholipid-transporting ATPase IA isoform X1 [Apis laboriosa]	3	0	1	2	2	0.06393442622950819	0.08278688524590164	0.08196721311475409	0.06639344262295081	0.0680327868852459
OG0000739	1427	0.04134548002803083	False	False	False		XP_043784302.1	LOC122710491	XP_043784302.1 phospholipid-transporting ATPase ID isoform X1 [Apis laboriosa]	0	0	0	0	1	0.04134548002803083	0.04064470918009811	0.04204625087596356	0.04484933426769446	0.0322354590049054
OG0000740	1007	0.16881827209533268	False	False	False		XP_043789901.1	LOC122713476	XP_043789901.1 adenylate cyclase type 2 [Apis laboriosa]	2	1	4	4	5	0.16881827209533268	0.16981132075471697	0.17874875868917578	0.16981132075471697	0.16881827209533268
OG0000741	794	0.0654911838790932	False	False	False		XP_043796775.1	LOC122717101	XP_043796775.1 adenylate cyclase type 6 [Apis laboriosa]	0	0	0	0	4	0.0654911838790932	0.06297229219143577	0.07304785894206549	0.07052896725440806	0.07808564231738035
OG0000742	1300	0.06769230769230769	False	False	False		XP_043791003.1	LOC122714062	XP_043791003.1 adenylyl cyclase 78C isoform X1 [Apis laboriosa]	0	0	2	1	1	0.06769230769230769	0.06846153846153846	0.06461538461538462	0.06615384615384616	0.06769230769230769
OG0000743	180	0.0	False	False	False		XP_043794445.1	LOC122715917	XP_043794445.1 ADP-ribosylation factor 2 [Apis laboriosa]	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
OG0000744	175	0.0	False	False	False		XP_043799042.1	LOC122718235	XP_043799042.1 ADP-ribosylation factor 6 [Apis laboriosa]	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
OG0000745	182	0.0	False	False	False		XP_043796090.1	LOC122716780	XP_043796090.1 ADP-ribosylation factor 1 [Apis laboriosa]	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
OG0000746	1014	0.22090729783037474	True	False	False	sodium_potassium_ATPase	XP_043788644.1	LOC122712799	XP_043788644.1 sodium/potassium-transporting ATPase subunit alpha-B-like [Apis laboriosa]	0	2	4	3	4	0.22090729783037474	0.22090729783037474	0.21696252465483234	0.22090729783037474	0.22189349112426035
OG0000747	995	0.16482412060301507	True	False	False	sodium_potassium_ATPase	XP_043784267.1	LOC122710465	XP_043784267.1 sodium/potassium-transporting ATPase subunit alpha-like [Apis laboriosa]	1	0	1	2	8	0.16482412060301507	0.1658291457286432	0.16683417085427135	0.15979899497487438	0.1658291457286432
OG0000748	993	0.02014098690835851	True	False	False	sodium_potassium_ATPase	XP_043793085.1	LOC122715186	XP_043793085.1 sodium/potassium-transporting ATPase subunit alpha [Apis laboriosa]	0	0	0	7	0	0.02014098690835851	0.022155085599194362	0.015105740181268883	0.008056394763343404	0.017119838872104734
OG0000749	123	0.17886178861788618	False	False	False		XP_043790163.1	LOC122713622	XP_043790163.1 larval cuticle protein A2B-like [Apis laboriosa]	0	0	0	0	1	0.17886178861788618	0.17886178861788618	0.18699186991869918	0.16260162601626016	0.15447154471544716
OG0000750	187	0.13368983957219252	False	False	False		XP_043790105.1	LOC122713585	XP_043790105.1 cuticle protein 19.8-like [Apis laboriosa]	1	1	0	0	0	0.13368983957219252	0.13368983957219252	0.12834224598930483	0.11764705882352941	0.11764705882352941
OG0000751	239	0.17573221757322174	False	False	False		XP_043790161.1	LOC122713620	XP_043790161.1 cuticle protein 21-like [Apis laboriosa]	1	0	0	0	1	0.17573221757322174	0.18410041841004185	0.17573221757322174	0.1799163179916318	0.15481171548117154
OG0000752	492	0.3699186991869919	True	False	False	cytochrome_P450	XP_043795415.1	LOC122716422	XP_043795415.1 cytochrome P450 6k1-like [Apis laboriosa]	0	2	7	1	10	0.3699186991869919	0.3678861788617886	0.3719512195121951	0.3719512195121951	0.3434959349593496
OG0000753	1210	0.13553719008264462	False	False	False		XP_043792247.1	LOC122714710	XP_043792247.1 voltage-dependent calcium channel subunit alpha-2/delta-3-like isoform X1 [Apis laboriosa]	1	0	0	0	4	0.13553719008264462	0.13305785123966943	0.13305785123966943	0.13388429752066117	0.13140495867768595
OG0000755	1225	0.11673469387755102	False	False	False		XP_043792521.1	LOC122714859	XP_043792521.1 voltage-dependent calcium channel subunit alpha-2/delta-3 isoform X1 [Apis laboriosa]	1	0	3	1	0	0.11673469387755102	0.12	0.12081632653061225	0.11673469387755102	0.11673469387755102
OG0000756	947	0.04751847940865892	False	False	False		XP_043795742.1	LOC122716581	XP_043795742.1 discoidin domain-containing receptor 2 [Apis laboriosa]	0	0	1	0	1	0.04751847940865892	0.04751847940865892	0.05174234424498416	0.04751847940865892	0.050686378035902854
OG0000757	628	0.03184713375796178	False	False	False		XP_043795662.1	LOC122716543	XP_043795662.1 discoidin domain-containing receptor 2-like [Apis laboriosa]	0	0	0	0	3	0.03184713375796178	0.03184713375796178	0.030254777070063694	0.030254777070063694	0.028662420382165606
OG0000758	913	0.028477546549835708	False	False	False		XP_043795658.1	LOC122716542	XP_043795658.1 discoidin domain-containing receptor 2-like isoform X1 [Apis laboriosa]	0	0	3	0	2	0.028477546549835708	0.028477546549835708	0.03066812705366922	0.028477546549835708	0.028477546549835708
OG0000759	455	0.14505494505494507	False	False	False		XP_043797393.1	LOC122717386	XP_043797393.1 excitatory amino acid transporter 3-like isoform X1 [Apis laboriosa]	1	0	0	0	3	0.14505494505494507	0.14725274725274726	0.14725274725274726	0.14725274725274726	0.14065934065934066
OG0000760	471	0.09978768577494693	False	False	False		XP_043792151.1	LOC122714672	XP_043792151.1 excitatory amino acid transporter 3 isoform X1 [Apis laboriosa]	0	0	0	0	2	0.09978768577494693	0.09978768577494693	0.10615711252653928	0.1040339702760085	0.10615711252653928
OG0000761	502	0.09760956175298804	False	False	False		XP_043798613.1	LOC122718027	XP_043798613.1 excitatory amino acid transporter 1-like [Apis laboriosa]	0	0	0	0	0	0.09760956175298804	0.10557768924302789	0.10756972111553785	0.09561752988047809	0.09561752988047809
OG0000762	240	0.07916666666666666	False	False	False		XP_043797529.1	LOC122717483	XP_043797529.1 uncharacterized protein LOC122717483 isoform X1 [Apis laboriosa]	0	0	0	0	2	0.07916666666666666	0.1875	0.07916666666666666	0.0875	0.1125
OG0000763	502	0.00199203187250996	False	False	False		XP_043800953.1	LOC122719309	XP_043800953.1 paired box protein Pax-6 [Apis laboriosa]	0	0	0	0	1	0.00199203187250996	0.00199203187250996	0.00398406374501992	0.00199203187250996	0.0
OG0000764	444	0.01126126126126126	False	False	False		XP_043792966.1	LOC122715102	XP_043792966.1 paired box protein Pax-6-like [Apis laboriosa]	0	0	0	0	0	0.01126126126126126	0.04504504504504504	0.015765765765765764	0.015765765765765764	0.02252252252252252
OG0000765	647	0.1437403400309119	False	False	False		XP_043789186.1	LOC122713104	XP_043789186.1 long-chain fatty acid transport protein 4-like isoform X1 [Apis laboriosa]	0	0	0	2	1	0.1437403400309119	0.1437403400309119	0.14528593508500773	0.14528593508500773	0.14528593508500773
OG0000766	604	0.0728476821192053	False	False	False		XP_043802348.1	LOC122720019	XP_043802348.1 LOW QUALITY PROTEIN: long-chain fatty acid transport protein 4 [Apis laboriosa]	0	0	2	0	2	0.0728476821192053	0.07119205298013245	0.0728476821192053	0.076158940397351	0.0695364238410596
OG0000767	777	0.15057915057915058	False	False	False		XP_043784478.1	LOC122710595	XP_043784478.1 long-chain fatty acid transport protein 4 [Apis laboriosa]	0	0	0	2	5	0.15057915057915058	0.1492921492921493	0.15444015444015444	0.15186615186615188	0.15057915057915058
OG0000768	608	0.08552631578947369	False	False	False		XP_043803738.1	LOC122720812	XP_043803738.1 glycerol kinase-like isoform X1 [Apis laboriosa]	0	0	0	1	1	0.08552631578947369	0.08552631578947369	0.09046052631578948	0.125	0.12006578947368421
OG0000769	517	0.0851063829787234	False	False	False		XP_043787594.1	LOC122712214	XP_043787594.1 glycerol kinase isoform X1 [Apis laboriosa]	0	0	0	0	1	0.0851063829787234	0.08317214700193423	0.07930367504835589	0.08317214700193423	0.08317214700193423
OG0000770	543	0.053406998158379376	False	False	False		XP_043793669.1	LOC122715501	XP_043793669.1 glycerol kinase-like isoform X1 [Apis laboriosa]	0	0	0	1	0	0.053406998158379376	0.053406998158379376	0.049723756906077346	0.053406998158379376	0.0865561694290976
OG0000771	798	0.07393483709273183	False	False	False		XP_043796418.1	LOC122716938	XP_043796418.1 endoplasmin [Apis laboriosa]	0	1	0	0	0	0.07393483709273183	0.07393483709273183	0.07393483709273183	0.07644110275689223	0.07894736842105263
OG0000772	724	0.013812154696132596	False	False	False		XP_043795944.1	LOC122716684	XP_043795944.1 heat shock protein 83-like [Apis laboriosa]	0	0	0	0	0	0.013812154696132596	0.013812154696132596	0.015193370165745856	0.013812154696132596	0.013812154696132596
OG0000773	716	0.05027932960893855	False	False	False		XP_043799257.1	LOC122718359	XP_043799257.1 heat shock protein 83 [Apis laboriosa]	0	0	2	0	0	0.05027932960893855	0.05307262569832402	0.05446927374301676	0.055865921787709494	0.05726256983240224
OG0000774	477	0.023060796645702306	False	False	False		XP_043803433.1	LOC122720672	XP_043803433.1 sodium/potassium/calcium exchanger 3 isoform X1 [Apis laboriosa]	0	0	0	0	0	0.023060796645702306	0.023060796645702306	0.023060796645702306	0.023060796645702306	0.023060796645702306
OG0000775	529	0.277882797731569	False	False	False		XP_043803456.1	LOC122720684	XP_043803456.1 sodium/potassium/calcium exchanger 4-like isoform X1 [Apis laboriosa]	1	0	3	1	4	0.277882797731569	0.28166351606805295	0.28166351606805295	0.27977315689981097	0.2665406427221172
OG0000776	399	0.09273182957393483	False	False	False		XP_043803455.1	LOC122720683	XP_043803455.1 sodium/potassium/calcium exchanger 4-like [Apis laboriosa]	1	1	1	0	1	0.09273182957393483	0.09273182957393483	0.09774436090225563	0.09523809523809523	0.10275689223057644
OG0000777	1262	0.06259904912836767	True	False	False	carboxylesterase_or_esterase	XP_043802422.1	LOC122720056	XP_043802422.1 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II isoform X1 [Apis laboriosa]	0	0	0	0	2	0.06259904912836767	0.061806656101426306	0.061806656101426306	0.061806656101426306	0.061806656101426306
OG0000778	1081	0.05272895467160037	True	False	False	carboxylesterase_or_esterase	XP_043784709.1	LOC122710734	XP_043784709.1 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like [Apis laboriosa]	0	0	0	0	0	0.05272895467160037	0.056429232192414434	0.05087881591119334	0.07030527289546716	0.05180388529139685
OG0000779	1128	0.04521276595744681	True	False	False	carboxylesterase_or_esterase	XP_043789985.1	LOC122713509	XP_043789985.1 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like isoform X1 [Apis laboriosa]	0	0	0	0	1	0.04521276595744681	0.044326241134751775	0.04521276595744681	0.044326241134751775	0.04521276595744681
OG0000780	581	0.19965576592082615	False	False	False		XP_043794763.1	LOC122716084	XP_043794763.1 putative sodium-dependent multivitamin transporter [Apis laboriosa]	0	1	0	4	3	0.19965576592082615	0.19965576592082615	0.19793459552495696	0.1944922547332186	0.1944922547332186
OG0000781	548	0.1332116788321168	False	False	False		XP_043800722.1	LOC122719179	XP_043800722.1 putative sodium-dependent multivitamin transporter isoform X1 [Apis laboriosa]	0	0	0	0	2	0.1332116788321168	0.13138686131386862	0.14233576642335766	0.14051094890510948	0.14051094890510948
OG0000782	643	0.2130637636080871	False	False	False		XP_043786295.1	LOC122711525	XP_043786295.1 putative sodium-dependent multivitamin transporter isoform X1 [Apis laboriosa]	0	0	0	1	3	0.2130637636080871	0.2161741835147745	0.20684292379471228	0.2052877138413686	0.2099533437013997
OG0000783	647	0.12982998454404945	False	False	False		XP_043792003.1	LOC122714594	XP_043792003.1 synaptogenesis protein syg-2 isoform X1 [Apis laboriosa]	0	0	0	1	2	0.12982998454404945	0.12982998454404945	0.13292117465224113	0.12982998454404945	0.13137557959814528
OG0000784	918	0.05337690631808279	False	False	False		XP_043792124.1	LOC122714658	XP_043792124.1 hemicentin-2-like [Apis laboriosa]	0	0	0	0	0	0.05337690631808279	0.05773420479302832	0.05664488017429194	0.05119825708061002	0.05337690631808279
OG0000785	1003	0.08673978065802593	False	False	False		XP_043792405.1	LOC122714795	XP_043792405.1 nephrin-like isoform X1 [Apis laboriosa]	1	1	2	0	2	0.08673978065802593	0.0897308075772682	0.09371884346959122	0.09371884346959122	0.09172482552342971
OG0000786	730	0.0136986301369863	False	False	False		XP_043787524.1	LOC122712172	XP_043787524.1 cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B isoform X1 [Apis laboriosa]	0	0	0	0	0	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.0136986301369863
OG0000787	636	0.3113207547169811	False	False	False		XP_043787751.1	LOC122712292	XP_043787751.1 cGMP-dependent protein kinase, isozyme 1-like [Apis laboriosa]	1	0	5	1	7	0.3113207547169811	0.31446540880503143	0.32075471698113206	0.3411949685534591	0.30660377358490565
OG0000788	717	0.14783821478382148	False	False	False		XP_043787825.1	LOC122712332	XP_043787825.1 cGMP-dependent protein kinase, isozyme 1-like [Apis laboriosa]	0	0	1	2	0	0.14783821478382148	0.1506276150627615	0.15202231520223153	0.17433751743375175	0.15620641562064155
OG0000789	491	0.054989816700611	False	False	False		XP_043790485.1	LOC122713784	XP_043790485.1 Y+L amino acid transporter 2 isoform X1 [Apis laboriosa]	0	0	0	0	2	0.054989816700611	0.054989816700611	0.05295315682281059	0.054989816700611	0.048879837067209775
OG0000790	488	0.06967213114754098	False	False	False		XP_043800271.1	LOC122718924	XP_043800271.1 large neutral amino acids transporter small subunit 2 isoform X1 [Apis laboriosa]	0	0	0	0	2	0.06967213114754098	0.06967213114754098	0.06967213114754098	0.10245901639344263	0.10040983606557377
OG0000791	498	0.11044176706827309	False	False	False		XP_043795123.1	LOC122716273	XP_043795123.1 Y+L amino acid transporter 2 [Apis laboriosa]	0	0	0	1	0	0.11044176706827309	0.10843373493975904	0.11244979919678715	0.10441767068273092	0.10642570281124498
OG0000792	561	0.2620320855614973	False	False	False		XP_043793759.1	LOC122715553	XP_043793759.1 tubulin polyglutamylase TTLL4-like [Apis laboriosa]	0	0	0	0	3	0.2620320855614973	0.26559714795008915	0.26559714795008915	0.26737967914438504	0.25846702317290554
OG0000793	556	0.17625899280575538	False	False	False		XP_043793810.1	LOC122715587	XP_043793810.1 tubulin polyglutamylase TTLL4 [Apis laboriosa]	0	0	0	0	0	0.17625899280575538	0.17446043165467626	0.17446043165467626	0.17266187050359713	0.18165467625899281
OG0000794	617	0.20745542949756887	False	False	False		XP_043787738.1	LOC122712282	XP_043787738.1 tubulin polyglutamylase TTLL4-like [Apis laboriosa]	0	0	3	0	0	0.20745542949756887	0.20907617504051865	0.2025931928687196	0.20421393841166938	0.21393841166936792
OG0000795	200	0.02	False	False	False		XP_043793490.1	LOC122715399	XP_043793490.1 ras-related protein Rab-10 isoform X1 [Apis laboriosa]	0	0	0	0	0	0.02	0.02	0.02	0.02	0.02
OG0000796	188	0.0	False	False	False		XP_043791698.1	LOC122714440	XP_043791698.1 ras-related protein Rab-8A-like isoform X1 [Apis laboriosa]	0	0	0	0	0	0.0	0.05319148936170213	0.0	0.0	0.0
OG0000797	298	0.3523489932885906	False	False	False		XP_043787777.1	LOC122712308	XP_043787777.1 ras-related protein Rab-37-like isoform X1 [Apis laboriosa]	1	0	0	1	0	0.3523489932885906	0.0738255033557047	0.07718120805369127	0.1644295302013423	0.12080536912751678
OG0000798	261	0.40229885057471265	False	False	False		XP_043793792.1	LOC122715574	XP_043793792.1 mitochondrial 2-oxoglutarate/malate carrier protein-like [Apis laboriosa]	0	0	1	0	3	0.40229885057471265	0.40229885057471265	0.4099616858237548	0.4061302681992337	0.38697318007662834
OG0000799	271	0.18081180811808117	False	False	False		XP_043793741.1	LOC122715538	XP_043793741.1 mitochondrial 2-oxoglutarate/malate carrier protein-like [Apis laboriosa]	1	0	0	1	3	0.18081180811808117	0.18450184501845018	0.1918819188191882	0.1881918819188192	0.16974169741697417
OG0000800	292	0.10616438356164383	False	False	False		XP_043791500.1	LOC122714317	XP_043791500.1 mitochondrial 2-oxoglutarate/malate carrier protein [Apis laboriosa]	0	0	0	0	2	0.10616438356164383	0.10273972602739725	0.10616438356164383	0.10616438356164383	0.10616438356164383
OG0000801	682	0.43841642228739003	True	False	False	ABC_or_multidrug_transporter	XP_043790431.1	LOC122713757	XP_043790431.1 ABC transporter G family member 20-like [Apis laboriosa]	0	1	2	2	7	0.43841642228739003	0.43548387096774194	0.43841642228739003	0.43548387096774194	0.43548387096774194
OG0000802	747	0.23694779116465864	True	False	False	ABC_or_multidrug_transporter	XP_043790806.1	LOC122713974	XP_043790806.1 ABC transporter G family member 20-like isoform X1 [Apis laboriosa]	0	0	0	0	2	0.23694779116465864	0.23694779116465864	0.23694779116465864	0.23828647925033467	0.23694779116465864
OG0000803	798	0.20676691729323307	True	False	False	ABC_or_multidrug_transporter	XP_043789099.1	LOC122713038	XP_043789099.1 ABC transporter G family member 20 isoform X1 [Apis laboriosa]	0	0	0	12	1	0.20676691729323307	0.20676691729323307	0.21177944862155387	0.19548872180451127	0.20802005012531327
OG0000804	303	0.0165016501650165	False	False	False		XP_043784082.1	LOC122710351	XP_043784082.1 serine/threonine-protein phosphatase 6 catalytic subunit [Apis laboriosa]	0	0	0	0	0	0.0165016501650165	0.0165016501650165	0.0165016501650165	0.0165016501650165	0.0165016501650165
OG0000805	286	0.0	False	False	False		XP_043800277.1	LOC122718929	XP_043800277.1 serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform [Apis laboriosa]	0	0	0	0	0	0.0	0.0034965034965034965	0.0	0.0	0.0
OG0000806	307	0.003257328990228013	False	False	False		XP_043796417.1	LOC122716937	XP_043796417.1 serine/threonine-protein phosphatase 4 catalytic subunit [Apis laboriosa]	0	0	0	0	0	0.003257328990228013	0.003257328990228013	0.006514657980456026	0.003257328990228013	0.003257328990228013
OG0000807	152	0.0	False	False	False		XP_043798995.1	LOC122718212	XP_043798995.1 troponin C, isoallergen Bla g 6.0301 isoform X1 [Apis laboriosa]	0	0	0	0	0	0.0	0.0	0.0	0.07894736842105263	0.0
OG0000808	153	0.0	False	False	False		XP_043803856.1	LOC122720875	XP_043803856.1 troponin C, isoallergen Bla g 6.0201-like [Apis laboriosa]	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
OG0000809	153	0.13071895424836602	False	False	False		XP_043803857.1	LOC122720876	XP_043803857.1 troponin C, isoallergen Bla g 6.0201-like isoform X1 [Apis laboriosa]	0	0	0	0	2	0.13071895424836602	0.13071895424836602	0.13725490196078433	0.17647058823529413	0.17647058823529413
OG0000810	1066	0.2026266416510319	False	False	False		XP_043799716.1	LOC122718600	XP_043799716.1 transient-receptor-potential-like protein [Apis laboriosa]	1	2	0	1	10	0.2026266416510319	0.2073170731707317	0.20075046904315197	0.20168855534709193	0.19136960600375236
OG0000811	1089	0.1285583103764922	False	False	False		XP_043793347.1	LOC122715317	XP_043793347.1 transient receptor potential protein [Apis laboriosa]	0	3	1	2	4	0.1285583103764922	0.14325068870523416	0.1285583103764922	0.12672176308539945	0.12396694214876033
OG0000812	1003	0.03489531405782652	False	False	False		XP_043799539.1	LOC122718514	XP_043799539.1 transient receptor potential-gamma protein-like isoform X1 [Apis laboriosa]	1	1	0	1	1	0.03489531405782652	0.05583250249252243	0.036889332003988036	0.03389830508474576	0.03589232303090728
OG0000813	1335	0.008988764044943821	False	False	False		XP_043795478.1	LOC122716457	XP_043795478.1 spectrin alpha chain isoform X1 [Apis laboriosa]	0	0	0	0	1	0.008988764044943821	0.010486891385767791	0.010486891385767791	0.009737827715355805	0.009737827715355805
OG0000814	2386	0.016764459346186086	False	False	False		XP_043789895.1	LOC122713475	XP_043789895.1 spectrin beta chain isoform X1 [Apis laboriosa]	0	0	0	1	1	0.016764459346186086	0.017183570829840736	0.016345347862531435	0.016764459346186086	0.01760268231349539
OG0000815	4226	0.05371509701845717	False	False	False		XP_043797612.1	LOC122717520	XP_043797612.1 spectrin beta chain, non-erythrocytic 5 isoform X1 [Apis laboriosa]	0	0	2	2	6	0.05371509701845717	0.05371509701845717	0.05418835778513961	0.05702792238523426	0.053005205868433505
OG0000816	995	0.053266331658291456	False	False	False		XP_043801885.1	LOC122719797	XP_043801885.1 protein dachsous isoform X1 [Apis laboriosa]	0	0	0	2	1	0.053266331658291456	0.08542713567839195	0.05728643216080402	0.053266331658291456	0.0592964824120603
OG0000817	3633	0.04376548307184145	False	False	False		XP_043800245.1	LOC122718911	XP_043800245.1 fat-like cadherin-related tumor suppressor homolog isoform X1 [Apis laboriosa]	0	1	0	0	4	0.04376548307184145	0.05147261216625378	0.044866501513900356	0.043490228461326726	0.042939719240297276
OG0000818	4848	0.0525990099009901	False	False	False		XP_043803698.1	LOC122720787	XP_043803698.1 cadherin-related tumor suppressor [Apis laboriosa]	3	2	5	1	17	0.0525990099009901	0.053011551155115515	0.0525990099009901	0.05033003300330033	0.04971122112211221
OG0000819	578	0.05536332179930796	False	False	False		XP_043791930.1	LOC122714560	XP_043791930.1 uncharacterized protein LOC122714560 [Apis laboriosa]	0	0	0	0	1	0.05536332179930796	0.05536332179930796	0.06055363321799308	0.05709342560553633	0.06055363321799308
OG0000820	1900	0.05210526315789474	False	False	False		XP_043800491.1	LOC122719037	XP_043800491.1 cadherin-87A [Apis laboriosa]	0	1	0	1	1	0.05210526315789474	0.05210526315789474	0.05157894736842105	0.05263157894736842	0.053157894736842105
OG0000821	3095	0.2998384491114701	False	False	False		XP_043802012.1	LOC122719859	XP_043802012.1 uncharacterized protein LOC122719859 [Apis laboriosa]	6	6	17	8	38	0.2998384491114701	0.30016155088852986	0.3069466882067851	0.29854604200323104	0.3011308562197092
OG0000822	141	0.028368794326241134	False	False	False		XP_043786666.1	LOC122711722	XP_043786666.1 homeotic protein Sex combs reduced [Apis laboriosa]	0	0	0	0	0	0.028368794326241134	0.028368794326241134	0.028368794326241134	0.028368794326241134	0.028368794326241134
OG0000823	122	0.39344262295081966	False	False	False		XP_043799126.1	LOC122718291	XP_043799126.1 galactose mutarotase-like [Apis laboriosa]	0	0	0	0	0	0.39344262295081966	0.29508196721311475	0.3770491803278688	0.28688524590163933	0.3114754098360656
OG0000824	397	0.27455919395465994	False	False	False		XP_043797942.1	LOC122717701	XP_043797942.1 galactose mutarotase-like isoform X1 [Apis laboriosa]	0	0	2	0	2	0.27455919395465994	0.2770780856423174	0.2619647355163728	0.27204030226700254	0.29974811083123426
OG0000825	604	0.15894039735099338	False	False	False		XP_043792229.1	LOC122714703	XP_043792229.1 nose resistant to fluoxetine protein 6-like [Apis laboriosa]	0	1	0	1	2	0.15894039735099338	0.15397350993377484	0.15562913907284767	0.1605960264900662	0.15894039735099338
OG0000826	324	0.027777777777777776	False	False	False		XP_043793380.1	LOC122715331	XP_043793380.1 annexin B9-like [Apis laboriosa]	0	0	0	0	1	0.027777777777777776	0.030864197530864196	0.027777777777777776	0.024691358024691357	0.024691358024691357
OG0000827	495	0.16363636363636364	False	False	False		XP_043798363.1	LOC122717912	XP_043798363.1 annexin B9-like [Apis laboriosa]	0	0	1	1	3	0.16363636363636364	0.1595959595959596	0.16161616161616163	0.16565656565656567	0.16363636363636364
OG0000828	281	0.5088967971530249	False	False	False		XP_043799985.1	LOC122718747	XP_043799985.1 uncharacterized protein LOC122718747 [Apis laboriosa]	0	0	0	0	0	0.5088967971530249	0.5124555160142349	0.498220640569395	0.4804270462633452	0.48398576512455516
OG0000829	284	0.28169014084507044	False	False	False		XP_043799986.1	LOC122718748	XP_043799986.1 inositol monophosphatase 2-like [Apis laboriosa]	1	2	0	0	1	0.28169014084507044	0.2852112676056338	0.2852112676056338	0.29225352112676056	0.2676056338028169
OG0000830	521	0.3800383877159309	True	False	False	UDP_glycosyltransferase	XP_043795497.1	LOC122716461	XP_043795497.1 UDP-glucosyltransferase 2-like isoform X1 [Apis laboriosa]	1	1	8	1	5	0.3800383877159309	0.381957773512476	0.3685220729366603	0.3934740882917466	0.3723608445297505
OG0000831	522	0.36973180076628354	True	False	False	UDP_glycosyltransferase	XP_043795549.1	LOC122716484	XP_043795549.1 UDP-glucosyltransferase 2-like [Apis laboriosa]	0	1	3	4	4	0.36973180076628354	0.36590038314176243	0.3735632183908046	0.3620689655172414	0.3563218390804598
OG0000832	111	0.21621621621621623	False	False	False		XP_043791513.1	LOC122714323	XP_043791513.1 tubulin glycylase 3A-like isoform X1 [Apis laboriosa]	0	0	0	0	1	0.21621621621621623	0.23423423423423423	0.23423423423423423	0.2072072072072072	0.21621621621621623
OG0000833	579	0.2003454231433506	False	False	False		XP_043800184.1	LOC122718874	XP_043800184.1 tubulin glycylase 3A-like [Apis laboriosa]	0	0	3	0	4	0.2003454231433506	0.20207253886010362	0.2141623488773748	0.21070811744386875	0.21761658031088082
OG0000834	286	0.17832167832167833	False	False	False		XP_043791636.1	LOC122714400	XP_043791636.1 borealin [Apis laboriosa]	0	0	1	1	0	0.17832167832167833	0.17832167832167833	0.17482517482517482	0.17832167832167833	0.17832167832167833
OG0000835	1173	0.07502131287297528	False	False	False		XP_043791526.1	LOC122714330	XP_043791526.1 uncharacterized protein LOC122714330 [Apis laboriosa]	0	1	1	1	5	0.07502131287297528	0.07161125319693094	0.07672634271099744	0.0792838874680307	0.0792838874680307
