category	species	gene_parent	product
glutathione_S_transferase	Apis_dorsata	gene-LOC102676770	microsomal glutathione S-transferase 1-like
glutathione_S_transferase	Apis_mellifera	gene-LOC725942	glutathione S-transferase 1-1
glutathione_S_transferase	Apis_mellifera	gene-GstD1	glutathione S-transferase D1
glutathione_S_transferase	Apis_mellifera	gene-GstS1	glutathione S-transferase S1
glutathione_S_transferase	Apis_mellifera	gene-GstS4	glutathione S-transferase S4
glutathione_S_transferase	Apis_mellifera	gene-LOC552314	glutathione S-transferase theta-3
glutathione_S_transferase	Apis_mellifera	gene-Gstcd	glutathione S-transferase, C-terminal domain containing
glutathione_S_transferase	Apis_mellifera	gene-LOC410837	microsomal glutathione S-transferase 1
glutathione_S_transferase	Apis_cerana	gene-LOC107997424	glutathione S-transferase 1-1-like, transcript variant X1
glutathione_S_transferase	Apis_cerana	gene-GstD1	glutathione S-transferase D1, transcript variant X1
glutathione_S_transferase	Apis_cerana	gene-GstS1	glutathione S-transferase S1
glutathione_S_transferase	Apis_cerana	gene-GstS4	glutathione S-transferase S4
glutathione_S_transferase	Apis_cerana	gene-LOC114577014	glutathione S-transferase theta-3, transcript variant X1
glutathione_S_transferase	Apis_cerana	gene-Gstcd	glutathione S-transferase, C-terminal domain containing
glutathione_S_transferase	Apis_cerana	gene-LOC107995433	glutathione S-transferase, transcript variant X1
glutathione_S_transferase	Apis_cerana	gene-LOC108002764	microsomal glutathione S-transferase 1, transcript variant X1
glutathione_S_transferase	Apis_florea	gene-LOC147658369	glutathione S-transferase 1-1-like
glutathione_S_transferase	Apis_florea	gene-LOC100863627	glutathione S-transferase 1-1-like, transcript variant X1
glutathione_S_transferase	Apis_florea	gene-LOC100872123	glutathione S-transferase D1, transcript variant X1
glutathione_S_transferase	Apis_florea	gene-GstS1	glutathione S-transferase S1, transcript variant X1
glutathione_S_transferase	Apis_florea	gene-GstS4	glutathione S-transferase S4, transcript variant X1
glutathione_S_transferase	Apis_florea	gene-LOC100870147	glutathione S-transferase theta-1, transcript variant X1
glutathione_S_transferase	Apis_florea	gene-Gstcd	glutathione S-transferase, C-terminal domain containing
glutathione_S_transferase	Apis_florea	gene-LOC100863967	glutathione S-transferase, transcript variant X1
glutathione_S_transferase	Apis_florea	gene-LOC147658313	glutathione S-transferase-like, transcript variant X1
glutathione_S_transferase	Apis_florea	gene-LOC100863266	microsomal glutathione S-transferase 1
glutathione_S_transferase	Bombus_terrestris	gene-LOC100650722	glutathione S-transferase
glutathione_S_transferase	Bombus_terrestris	gene-LOC100650878	glutathione S-transferase
glutathione_S_transferase	Bombus_terrestris	gene-LOC100651035	glutathione S-transferase
glutathione_S_transferase	Bombus_terrestris	gene-LOC100644200	glutathione S-transferase 1
glutathione_S_transferase	Bombus_terrestris	gene-LOC105667074	glutathione S-transferase 1
glutathione_S_transferase	Bombus_terrestris	gene-LOC100646355	glutathione S-transferase 1, transcript variant X1
glutathione_S_transferase	Bombus_terrestris	gene-LOC100645775	glutathione S-transferase 1-1, transcript variant X1
glutathione_S_transferase	Bombus_terrestris	gene-LOC100642308	glutathione S-transferase C-terminal domain-containing protein homolog
glutathione_S_transferase	Bombus_terrestris	gene-LOC105667024	glutathione S-transferase D7
glutathione_S_transferase	Bombus_terrestris	gene-LOC105667063	glutathione S-transferase D7-like
glutathione_S_transferase	Bombus_terrestris	gene-LOC100651606	glutathione S-transferase theta-1
glutathione_S_transferase	Bombus_terrestris	gene-LOC100651245	glutathione S-transferase, transcript variant X1
glutathione_S_transferase	Bombus_terrestris	gene-LOC100652331	microsomal glutathione S-transferase 1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122712601	ABC transporter A family member 1-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122718887	ABC transporter F family member 4-like
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122716455	ABC transporter G family member 14, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122719847	ABC transporter G family member 18-like
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122713038	ABC transporter G family member 20, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122713757	ABC transporter G family member 20-like
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122713974	ABC transporter G family member 20-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122718260	ABC transporter G family member 3-like
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122717982	ATP-binding cassette sub-family B member 10, mitochondrial
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122711022	ATP-binding cassette sub-family B member 6
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122719830	ATP-binding cassette sub-family C member 10, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122713028	ATP-binding cassette sub-family C member 4-like
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122717937	ATP-binding cassette sub-family C member 4-like
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122717983	ATP-binding cassette sub-family C member 4-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122712331	ATP-binding cassette sub-family C member Sur, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122710475	ATP-binding cassette sub-family D member
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122716949	ATP-binding cassette sub-family D member 3, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122716361	ATP-binding cassette sub-family F member 1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122711398	ATP-binding cassette sub-family F member 2
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122717138	ATP-binding cassette sub-family F member 3, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122716896	ATP-binding cassette sub-family G member 1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122711105	ATP-binding cassette sub-family G member 1-like
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122719983	ATP-binding cassette sub-family G member 1-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122716754	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122716756	ATP-binding cassette sub-family G member 4-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122716895	ATP-binding cassette sub-family G member 4-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122717367	ATP-binding cassette sub-family G member 5
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122717049	ATP-binding cassette sub-family G member 5, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122718638	multidrug resistance protein homolog 49, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122710824	multidrug resistance-associated protein 1, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122715980	multidrug resistance-associated protein 5-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122718161	probable multidrug resistance-associated protein lethal(2)03659
ABC_or_multidrug_transporter	Apis_laboriosa	gene-LOC122719184	probable multidrug resistance-associated protein lethal(2)03659, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102677473	ABC transporter F family member 4-like
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102678903	ABC transporter G family member 20, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102673909	ABC transporter G family member 20-like
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102674302	ABC transporter G family member 20-like
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102675736	ABC transporter G family member 22, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102676157	ABC transporter G family member 3-like
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102673872	ATP-binding cassette sub-family A member 13
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102672879	ATP-binding cassette sub-family A member 2-like
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102674594	ATP-binding cassette sub-family A member 5-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102675561	ATP-binding cassette sub-family B member 10, mitochondrial
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102681460	ATP-binding cassette sub-family B member 6, mitochondrial
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102672391	ATP-binding cassette sub-family B member 7, mitochondrial
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102675223	ATP-binding cassette sub-family B member 8, mitochondrial, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102678461	ATP-binding cassette sub-family C member Sur, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102672407	ATP-binding cassette sub-family D member
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102674550	ATP-binding cassette sub-family D member 3
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102674209	ATP-binding cassette sub-family E member 1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102675366	ATP-binding cassette sub-family F member 1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102675890	ATP-binding cassette sub-family F member 2, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102670580	ATP-binding cassette sub-family F member 3, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102676364	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102681104	ATP-binding cassette sub-family G member 1-like
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102677606	ATP-binding cassette sub-family G member 1-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102676814	ATP-binding cassette sub-family G member 4
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102680489	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102679638	ATP-binding cassette sub-family G member 4-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102680101	ATP-binding cassette sub-family G member 4-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102676209	ATP-binding cassette sub-family G member 5
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102676355	ATP-binding cassette sub-family G member 5, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102673741	multidrug resistance protein homolog 49
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102672882	multidrug resistance-associated protein 1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102681300	multidrug resistance-associated protein 4-like
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102678608	multidrug resistance-associated protein 4-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102680017	multidrug resistance-associated protein 4-like, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102680579	multidrug resistance-associated protein 7
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC116186356	probable multidrug resistance-associated protein lethal(2)03659
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102671280	probable multidrug resistance-associated protein lethal(2)03659, transcript variant X1
ABC_or_multidrug_transporter	Apis_dorsata	gene-LOC102676402	probable multidrug resistance-associated protein lethal(2)03659, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC414029	ABC transporter A family member 1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC550941	ABC transporter G family member 20
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC409666	ABC transporter G family member 20, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC724865	ABC transporter G family member 20, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC410967	ABC transporter G family member 22, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC726508	ABC transporter G family member 3
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC726941	ATP-binding cassette sub-family A member 2, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC552744	ATP-binding cassette sub-family B member 10, mitochondrial
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC726867	ATP-binding cassette sub-family B member 6, mitochondrial
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC412749	ATP-binding cassette sub-family B member 7, mitochondrial, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC552433	ATP-binding cassette sub-family B member 8, mitochondrial
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC410944	ATP-binding cassette sub-family C member Sur, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC411685	ATP-binding cassette sub-family D member 1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC552495	ATP-binding cassette sub-family D member 3
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC551235	ATP-binding cassette sub-family E member 1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC413390	ATP-binding cassette sub-family F member 1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC413252	ATP-binding cassette sub-family F member 2, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC413652	ATP-binding cassette sub-family F member 3, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC412748	ATP-binding cassette sub-family G member 1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC414051	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC724304	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC411997	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC550918	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC552371	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC726944	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC413844	ATP-binding cassette sub-family G member 5
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC726513	ATP-binding cassette sub-family G member 5, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC551167	multidrug resistance protein homolog 49, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC412217	multidrug resistance-associated protein 1, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC413959	multidrug resistance-associated protein 4
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC551061	multidrug resistance-associated protein 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC725051	multidrug resistance-associated protein 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC725993	multidrug resistance-associated protein 7, transcript variant X1
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC410269	probable multidrug resistance-associated protein lethal(2)03659
ABC_or_multidrug_transporter	Apis_mellifera	gene-LOC409897	probable multidrug resistance-associated protein lethal(2)03659, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-Hmt-1	ABC transporter ATP-binding protein/permease Hmt-1
ABC_or_multidrug_transporter	Apis_cerana	gene-Atet	ABC transporter expressed in trachea, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108003733	ABC transporter G family member 20
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108003738	ABC transporter G family member 20
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107994082	ABC transporter G family member 3
ABC_or_multidrug_transporter	Apis_cerana	gene-E23	ABC transporter G family member E23, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107995924	ATP-binding cassette sub-family B member 10, mitochondrial
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107996119	ATP-binding cassette sub-family C member 10, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108001091	ATP-binding cassette sub-family C member 4
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107995947	ATP-binding cassette sub-family C member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107995966	ATP-binding cassette sub-family C member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107993272	ATP-binding cassette sub-family C member 5, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-pix	ATP-binding cassette sub-family E member 1 pix
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107997110	ATP-binding cassette sub-family F member 1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108003461	ATP-binding cassette sub-family F member 2, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108003912	ATP-binding cassette sub-family F member 3, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108001803	ATP-binding cassette sub-family G member 1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108000872	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108000874	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107999913	ATP-binding cassette sub-family G member 1-like
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108001763	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108001802	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108001851	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108001727	ATP-binding cassette sub-family G member 5
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC108001728	ATP-binding cassette sub-family G member 5, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107995785	putative multidrug resistance-associated protein lethal(2)03659, transcript variant X1
ABC_or_multidrug_transporter	Apis_cerana	gene-LOC107996097	putative multidrug resistance-associated protein lethal(2)03659, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-Hmt-1	ABC transporter ATP-binding protein/permease Hmt-1, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-Atet	ABC transporter expressed in trachea, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100865150	ABC transporter G family member 20, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100863417	ABC transporter G family member 23
ABC_or_multidrug_transporter	Apis_florea	gene-E23	ABC transporter G family member E23
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100871211	ATP-binding cassette sub-family A member 17, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC105734925	ATP-binding cassette sub-family B member 10, mitochondrial
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100863456	ATP-binding cassette sub-family C member 10, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100866883	ATP-binding cassette sub-family C member 4
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100867124	ATP-binding cassette sub-family C member 4
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100872958	ATP-binding cassette sub-family C member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-pix	ATP-binding cassette sub-family E member 1 pix
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100863242	ATP-binding cassette sub-family F member 1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100865945	ATP-binding cassette sub-family F member 2, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100864909	ATP-binding cassette sub-family F member 3, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100867712	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100867929	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100865973	ATP-binding cassette sub-family G member 4
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100864009	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100867439	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100867808	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100872012	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100870311	ATP-binding cassette sub-family G member 5
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100871104	ATP-binding cassette sub-family G member 5
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100864601	putative multidrug resistance-associated protein lethal(2)03659, transcript variant X1
ABC_or_multidrug_transporter	Apis_florea	gene-LOC100865424	putative multidrug resistance-associated protein lethal(2)03659, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100645470	ABC transporter G family member 20
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100645221	ABC transporter G family member 20, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100649393	ABC transporter G family member 20, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100648854	ABC transporter G family member 22, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100646233	ABC transporter G family member 3
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100647302	ATP-binding cassette sub-family A member 1, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100650392	ATP-binding cassette sub-family A member 13
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100645517	ATP-binding cassette sub-family A member 5
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100650335	ATP-binding cassette sub-family B member 10, mitochondrial
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100652256	ATP-binding cassette sub-family B member 6, mitochondrial
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100649698	ATP-binding cassette sub-family B member 7, mitochondrial, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100649886	ATP-binding cassette sub-family B member 8, mitochondrial
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644751	ATP-binding cassette sub-family C member Sur, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100643487	ATP-binding cassette sub-family D member 1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100646327	ATP-binding cassette sub-family D member 3
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644595	ATP-binding cassette sub-family E member 1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100648932	ATP-binding cassette sub-family F member 1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100651511	ATP-binding cassette sub-family F member 2, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100650667	ATP-binding cassette sub-family F member 3, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644848	ATP-binding cassette sub-family G member 1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644723	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644744	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644985	ATP-binding cassette sub-family G member 1, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644403	ATP-binding cassette sub-family G member 4
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644506	ATP-binding cassette sub-family G member 4
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644523	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100646359	ATP-binding cassette sub-family G member 4, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100643668	ATP-binding cassette sub-family G member 5
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100648840	ATP-binding cassette sub-family G member 5
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100650108	multidrug resistance protein homolog 49
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100646583	multidrug resistance-associated protein 1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100645338	multidrug resistance-associated protein 4
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100645209	multidrug resistance-associated protein 4, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100651734	multidrug resistance-associated protein 4, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC105666350	multidrug resistance-associated protein 5, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100651558	multidrug resistance-associated protein 7, transcript variant X1
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100644974	probable multidrug resistance-associated protein lethal(2)03659
ABC_or_multidrug_transporter	Bombus_terrestris	gene-LOC100650642	probable multidrug resistance-associated protein lethal(2)03659, transcript variant X1
sulfotransferase	Apis_laboriosa	gene-LOC122717746	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase, transcript variant X1
sulfotransferase	Apis_laboriosa	gene-LOC122710447	carbohydrate sulfotransferase 11
sulfotransferase	Apis_laboriosa	gene-LOC122711420	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Apis_laboriosa	gene-LOC122711902	carbohydrate sulfotransferase 11-like
sulfotransferase	Apis_laboriosa	gene-LOC122718738	carbohydrate sulfotransferase 11-like
sulfotransferase	Apis_laboriosa	gene-LOC122717072	carbohydrate sulfotransferase 4-like, transcript variant X1
sulfotransferase	Apis_laboriosa	gene-LOC122718220	carbohydrate sulfotransferase 9-like
sulfotransferase	Apis_laboriosa	gene-LOC122715500	heparan sulfate 2-O-sulfotransferase pipe, transcript variant X1
sulfotransferase	Apis_laboriosa	gene-LOC122720848	heparan sulfate glucosamine 3-O-sulfotransferase 1
sulfotransferase	Apis_laboriosa	gene-LOC122716146	heparan sulfate glucosamine 3-O-sulfotransferase 6
sulfotransferase	Apis_laboriosa	gene-LOC122716274	heparan-sulfate 6-O-sulfotransferase 1-B
sulfotransferase	Apis_laboriosa	gene-LOC122714523	heparin sulfate O-sulfotransferase-like
sulfotransferase	Apis_laboriosa	gene-LOC122712227	protein-tyrosine sulfotransferase, transcript variant X1
sulfotransferase	Apis_laboriosa	gene-LOC122712349	sulfotransferase 1E1-like
sulfotransferase	Apis_laboriosa	gene-LOC122714393	uronyl 2-sulfotransferase-like, transcript variant X1
sulfotransferase	Apis_dorsata	gene-LOC102681503	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase, transcript variant X1
sulfotransferase	Apis_dorsata	gene-LOC102675773	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Apis_dorsata	gene-LOC102675908	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Apis_dorsata	gene-LOC102673087	carbohydrate sulfotransferase 11-like
sulfotransferase	Apis_dorsata	gene-LOC102672198	carbohydrate sulfotransferase 11-like, transcript variant X1
sulfotransferase	Apis_dorsata	gene-LOC102678336	carbohydrate sulfotransferase 4-like, transcript variant X1
sulfotransferase	Apis_dorsata	gene-LOC102674453	carbohydrate sulfotransferase 9-like
sulfotransferase	Apis_dorsata	gene-LOC102675694	heparan sulfate 2-O-sulfotransferase 1-like
