species	category	gene_parent	product	best_unigene	exact_probe_hits	unique_gene_probes	probe_fraction	mapped	read_count	cpm	fpkm	fpkm_percentile	fpkm_rank_desc
Apis_dorsata	UDP_glycosyltransferase	gene-LOC102672741	UDP-glucuronosyltransferase 2C1-like	AD|c40444_g3	26	48	0.541667	True	325.00	5.296975	6.570000	82.070377	13845
Apis_dorsata	ABCC_MRP	gene-LOC102672882	multidrug resistance-associated protein 1	AD|c41318_g1	45	48	0.937500	True	5293.00	86.267344	16.530000	92.900159	5483
Apis_dorsata	cytochrome_P450	gene-LOC102672975	cytochrome P450 9e2-like	AD|c34005_g1	45	48	0.937500	True	19321.00	314.901068	189.180000	99.598513	311
Apis_dorsata	cytochrome_P450	gene-LOC102673102	cytochrome P450 9e2-like, transcript variant X1	AD|c2082_g1	48	91	0.527473	True	1820.00	29.663058	36.910000	97.484879	1943
Apis_dorsata	V_type_proton_ATPase	gene-LOC102673131	V-type proton ATPase catalytic subunit A-like	AD|c28132_g1	44	47	0.936170	True	25809.00	420.644980	151.350000	99.487133	397
Apis_dorsata	cytochrome_P450	gene-LOC102673154	probable cytochrome P450 6a13	AD|c41595_g1	8	48	0.166667	True	44877.93	731.437714	239.750000	99.694352	237
Apis_dorsata	cytochrome_P450	gene-LOC102673224	probable cytochrome P450 49a1	AD|c39638_g1	47	48	0.979167	True	105.00	1.711330	2.170000	62.431197	29009
Apis_dorsata	cytochrome_P450	gene-LOC102673424	cytochrome P450 18a1, transcript variant X1		0	94	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	cytochrome_P450	gene-LOC102673451	cytochrome P450 9e2-like		1	48	0.020833	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	major_facilitator	gene-LOC102673495	major facilitator superfamily domain-containing protein 10, transcript variant X1	AD|c36167_g1	114	120	0.950000	True	4942.00	80.546611	19.140000	94.129227	4534
Apis_dorsata	ABCB_P_glycoprotein	gene-LOC102673741	multidrug resistance protein homolog 49	AD|c42306_g2	38	48	0.791667	True	84414.00	1375.811745	227.320000	99.677515	250
Apis_dorsata	mucin	gene-LOC102673843	mucin-5AC-like, transcript variant X1	AD|c31888_g1	52	94	0.553191	True	69.00	1.124588	0.980000	44.923782	42527
Apis_dorsata	glutathione_S_transferase	gene-LOC102673906	glutathione S-transferase-like, transcript variant X1	AD|c21766_g1	57	91	0.626374	True	173.00	2.819620	3.310000	70.877961	22487
Apis_dorsata	mucin	gene-LOC102673910	mucin-5AC	AD|c41081_g1	32	48	0.666667	True	2378.00	38.757556	7.840000	84.639892	11861
Apis_dorsata	mucin	gene-LOC102674213	mucin-3A-like, transcript variant X1	AD|c33246_g1	22	120	0.183333	True	51.00	0.831218	0.520000	29.570150	54382
Apis_dorsata	cytochrome_P450	gene-LOC102674219	cytochrome P450 306a1	AD|c36739_g1	44	47	0.936170	True	60.00	0.977903	0.590000	32.504889	52116
Apis_dorsata	major_facilitator	gene-LOC102674265	major facilitator superfamily domain-containing protein 6-like	AD|c41342_g1	46	48	0.958333	True	6816.00	111.089782	18.500000	93.947910	4674
Apis_dorsata	organic_anion_transport	gene-LOC102674330	solute carrier organic anion transporter family member 5A1, transcript variant X1	AD|c41262_g1	75	120	0.625000	True	1803.00	29.385985	7.330000	83.711292	12578
Apis_dorsata	chitin_synthase	gene-LOC102674343	chitin synthase chs-2-like	AD|c38396_g1	32	48	0.666667	True	416.00	6.780128	2.770000	67.442011	25140
Apis_dorsata	glutathione_S_transferase	gene-LOC102674411	glutathione S-transferase 1-1	AD|c28952_g1	48	48	1.000000	True	2082.00	33.933234	29.360000	96.684496	2561
Apis_dorsata	mucin	gene-LOC102674509	integumentary mucin C.1-like		0	46	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	organic_anion_transport	gene-LOC102674815	solute carrier organic anion transporter family member 4A1, transcript variant X1	AD|c42307_g1	103	120	0.858333	True	3084.00	50.264215	12.440000	90.212788	7558
Apis_dorsata	major_facilitator	gene-LOC102675013	major facilitator superfamily domain-containing protein 6, transcript variant X1	AD|c42127_g1	89	93	0.956989	True	4063.00	66.220332	15.380000	92.277207	5964
Apis_dorsata	cytochrome_P450	gene-LOC102675073	probable cytochrome P450 12a5, mitochondrial	AD|c64588_g1	8	48	0.166667	True	9.00	0.146685	0.810000	40.416769	46007
Apis_dorsata	cytochrome_P450	gene-LOC102675085	cytochrome P450 4g15	AD|c41266_g1	44	48	0.916667	True	1111.00	18.107504	9.600000	87.204227	9881
Apis_dorsata	mucin	gene-LOC102675107	mucin-5AC-like	AD|c42416_g4	21	48	0.437500	True	728.00	11.865223	2.150000	62.301685	29109
Apis_dorsata	cytochrome_P450	gene-LOC102675206	NADPH--cytochrome P450 reductase, transcript variant X1	AD|c28955_g1	114	120	0.950000	True	8797.00	143.376880	51.110000	98.242524	1358
Apis_dorsata	V_type_proton_ATPase	gene-LOC102675218	V-type proton ATPase subunit C, transcript variant X1	AD|c38404_g1	84	120	0.700000	True	10169.00	165.738262	56.920000	98.462694	1188
Apis_dorsata	ABCB_P_glycoprotein	gene-LOC102675223	ATP-binding cassette sub-family B member 8, mitochondrial, transcript variant X1	AD|c34823_g1	91	94	0.968085	True	1269.00	20.682649	9.760000	87.394610	9734
Apis_dorsata	Nach_DEG_ENaC	gene-LOC102675457	sodium channel protein Nach-like	AD|c37789_g1	29	48	0.604167	True	855.00	13.935118	7.230000	83.344774	12861
Apis_dorsata	UDP_glycosyltransferase	gene-LOC102675525	UDP-glucuronosyltransferase 2B19-like, transcript variant X1	AD|c40853_g2	81	82	0.987805	True	648.00	10.561353	4.000000	74.300960	19844
Apis_dorsata	ABCB_P_glycoprotein	gene-LOC102675561	ATP-binding cassette sub-family B member 10, mitochondrial	AD|c28695_g1	46	47	0.978723	True	3870.00	63.074744	25.400000	96.038232	3060
Apis_dorsata	cytochrome_P450	gene-LOC102675790	cytochrome P450 9e2-like	AD|c40917_g1	44	48	0.916667	True	8623.00	140.540961	56.800000	98.457514	1192
Apis_dorsata	UDP_glycosyltransferase	gene-LOC102675836	UDP-glucuronosyltransferase 2B1-like	AD|c40164_g1	43	48	0.895833	True	9003.00	146.734347	50.760000	98.228278	1369
Apis_dorsata	major_facilitator	gene-LOC102675903	major facilitator superfamily domain-containing protein 8	AD|c32521_g1	46	47	0.978723	True	773.00	12.598650	6.280000	81.497934	14287
Apis_dorsata	mucin	gene-LOC102676050	mucin-5AC-like, transcript variant X1	AD|c38384_g1	117	120	0.975000	True	3548.00	57.826665	7.510000	83.887428	12442
Apis_dorsata	cytochrome_P450	gene-LOC102676140	cytochrome P450 6k1-like, transcript variant X1	AD|c4254_g1	90	95	0.947368	True	1226.00	19.981818	10.780000	88.666416	8752
Apis_dorsata	V_type_proton_ATPase	gene-LOC102676189	V-type proton ATPase subunit D	AD|c41082_g2	48	48	1.000000	True	15132.00	246.627139	41.610000	97.763330	1728
Apis_dorsata	ABCG_half_transporter	gene-LOC102676209	ATP-binding cassette sub-family G member 5	AD|c37804_g1	46	48	0.958333	True	299.00	4.873217	1.660000	56.491782	33595
Apis_dorsata	mucin	gene-LOC102676256	mucin-2-like		0	48	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	glutathione_S_transferase	gene-LOC102676270	glutathione S-transferase C-terminal domain-containing protein homolog	AD|c39174_g2	47	48	0.979167	True	11785.00	192.076450	34.070000	97.245283	2128
Apis_dorsata	ABCG_half_transporter	gene-LOC102676355	ATP-binding cassette sub-family G member 5, transcript variant X1	AD|c40480_g1	65	90	0.722222	True	214.00	3.487854	2.310000	63.675806	28048
Apis_dorsata	ABCG_half_transporter	gene-LOC102676364	ATP-binding cassette sub-family G member 1, transcript variant X1	AD|c28971_g1	89	120	0.741667	True	4491.00	73.196040	22.670000	95.478741	3492
Apis_dorsata	ABCC_MRP	gene-LOC102676402	probable multidrug resistance-associated protein lethal(2)03659, transcript variant X1	AD|c38281_g2	107	120	0.891667	True	1990.00	32.433783	8.050000	84.892440	11666
Apis_dorsata	cytochrome_P450	gene-LOC102676488	cytochrome P450 302a1, mitochondrial	AD|c38894_g3	29	48	0.604167	True	7532.23	122.763173	33.600000	97.197363	2165
Apis_dorsata	UDP_glycosyltransferase	gene-LOC102676530	UDP-glucuronosyltransferase 2C1-like	AD|c39292_g4	45	48	0.937500	True	2234.00	36.410589	17.320000	93.328844	5152
Apis_dorsata	glutathione_S_transferase	gene-LOC102676770	microsomal glutathione S-transferase 1-like	AD|c7145_g1	48	48	1.000000	True	4029.00	65.666187	77.940000	98.926347	830
Apis_dorsata	ABCG_half_transporter	gene-LOC102676814	ATP-binding cassette sub-family G member 4	AD|c41401_g9	41	48	0.854167	True	2530.03	41.235399	9.400000	86.908940	10109
Apis_dorsata	Nach_DEG_ENaC	gene-LOC102677461	sodium channel protein Nach-like, transcript variant X1	AD|c22907_g2	37	94	0.393617	True	10.00	0.162984	0.310000	20.993874	61004
Apis_dorsata	ABCG_half_transporter	gene-LOC102677606	ATP-binding cassette sub-family G member 1-like, transcript variant X1	AD|c36386_g1	116	120	0.966667	True	2056.00	33.509476	15.230000	92.116612	6088
Apis_dorsata	major_facilitator	gene-LOC102677696	major facilitator superfamily domain-containing protein 12-like	AD|c40075_g3	33	48	0.687500	True	1381.00	22.508068	12.320000	90.140261	7614
Apis_dorsata	Nach_DEG_ENaC	gene-LOC102677815	sodium channel protein Nach-like	AD|c40526_g1	42	48	0.875000	True	959.00	15.630150	10.130000	87.860852	9374
Apis_dorsata	mucin	gene-LOC102677863	mucin-5AC	AD|c41727_g6	38	47	0.808511	True	1967.00	32.058920	11.400000	89.342468	8230
Apis_dorsata	V_type_proton_ATPase	gene-LOC102677867	V-type proton ATPase subunit H, transcript variant X1	AD|c24483_g1	106	120	0.883333	True	9164.00	149.358386	94.160000	99.116729	683
Apis_dorsata	major_facilitator	gene-LOC102677913	major facilitator superfamily domain-containing protein 6	AD|c34613_g1	48	48	1.000000	True	1655.00	26.973825	14.730000	91.886081	6266
Apis_dorsata	V_type_proton_ATPase	gene-LOC102677967	V-type proton ATPase subunit G	AD|c28713_g1	44	48	0.916667	True	14076.00	229.416046	277.550000	99.737091	204
Apis_dorsata	Para	gene-LOC102678064	sodium channel protein para, transcript variant X1	AD|c42352_g1	117	120	0.975000	True	1509.00	24.594261	6.360000	81.598954	14209
Apis_dorsata	V_type_proton_ATPase	gene-LOC102678078	V-type proton ATPase 116 kDa subunit a-like, transcript variant X1	AD|c40745_g1	111	120	0.925000	True	11711.00	190.870369	48.130000	98.119488	1453
Apis_dorsata	UDP_glycosyltransferase	gene-LOC102678247	UDP-glucuronosyltransferase 2B18-like	AD|c39936_g1	43	48	0.895833	True	1158.00	18.873528	9.180000	86.642146	10315
Apis_dorsata	UDP_glycosyltransferase	gene-LOC102678306	UDP-glucuronosyltransferase 2B17-like	AD|c37733_g1	45	48	0.937500	True	3598.00	58.641584	16.260000	92.790074	5568
Apis_dorsata	ABCC_MRP	gene-LOC102678461	ATP-binding cassette sub-family C member Sur, transcript variant X1	AD|c42492_g1	111	120	0.925000	True	2578.50	42.025382	10.760000	88.526543	8860
Apis_dorsata	ABCC_MRP	gene-LOC102678608	multidrug resistance-associated protein 4-like, transcript variant X1	AD|c36371_g1	108	120	0.900000	True	7918.00	129.050601	38.860000	97.622162	1837
Apis_dorsata	cytochrome_P450	gene-LOC102678902	probable cytochrome P450 304a1	AD|c32136_g1	42	48	0.875000	True	3670.00	59.815067	52.150000	98.289148	1322
Apis_dorsata	major_facilitator	gene-LOC102678905	major facilitator superfamily domain-containing protein 6-like, transcript variant X1	AD|c42256_g1	86	92	0.934783	True	1890.00	30.803945	8.100000	84.926113	11640
Apis_dorsata	DSC1_60E	gene-LOC102679071	sodium channel protein 60E-like, transcript variant X1	AD|c42413_g1	107	120	0.891667	True	903.00	14.717440	1.970000	60.281300	30669
Apis_dorsata	peritrophic_matrix_chitin_binding	gene-LOC102679180	peritrophin-1-like	AD|c34750_g1	17	48	0.354167	True	392.00	6.388966	14.790000	91.915869	6243
Apis_dorsata	V_type_proton_ATPase	gene-LOC102679198	V-type proton ATPase 16 kDa proteolipid subunit	AD|c31170_g1	45	48	0.937500	True	29327.00	477.982693	265.170000	99.718959	218
Apis_dorsata	aquaporin	gene-LOC102679301	aquaporin AQPAn.G, transcript variant X1	AD|c39551_g4	104	120	0.866667	True	15901.00	259.160596	167.460000	99.536348	359
Apis_dorsata	peritrophic_matrix_chitin_binding	gene-LOC102679310	peritrophin-1-like	AD|c43476_g1	10	48	0.208333	True	6.00	0.097790	0.500000	28.730913	55030
Apis_dorsata	organic_anion_transport	gene-LOC102679526	solute carrier organic anion transporter family member 74D, transcript variant X1	AD|c41302_g1	58	120	0.483333	True	744.00	12.125997	10.130000	87.860852	9374
Apis_dorsata	UDP_glycosyltransferase	gene-LOC102679579	UDP-glucuronosyltransferase 1-8-like	AD|c31823_g2	19	48	0.395833	True	44.00	0.717129	0.910000	43.124862	43916
Apis_dorsata	ABCG_half_transporter	gene-LOC102679638	ATP-binding cassette sub-family G member 4-like, transcript variant X1	AD|c38892_g2	109	120	0.908333	True	2522.00	41.104523	15.850000	92.502558	5790
Apis_dorsata	aquaporin	gene-LOC102679924	aquaporin AQPAn.G-like, transcript variant X1	AD|c40694_g1	105	120	0.875000	True	10175.00	165.836052	70.250000	98.782588	941
Apis_dorsata	cytochrome_P450	gene-LOC102679928	probable cytochrome P450 4aa1, transcript variant X1	AD|c34277_g1	116	120	0.966667	True	3519.00	57.354012	20.050000	94.533304	4222
Apis_dorsata	V_type_proton_ATPase	gene-LOC102679975	V-type proton ATPase subunit B	AD|c4092_g1	48	48	1.000000	True	20743.00	338.077369	150.960000	99.485838	398
Apis_dorsata	ABCC_MRP	gene-LOC102680017	multidrug resistance-associated protein 4-like, transcript variant X1	AD|c40863_g1	87	94	0.925532	True	3724.00	60.695180	12.030000	89.820367	7861
Apis_dorsata	V_type_proton_ATPase	gene-LOC102680021	V-type proton ATPase subunit E	AD|c20109_g1	46	48	0.958333	True	8730.00	142.284888	159.050000	99.514330	376
Apis_dorsata	mucin	gene-LOC102680078	mucin-12	AD|c35080_g1	47	48	0.979167	True	32596.00	531.262109	223.070000	99.668450	257
Apis_dorsata	V_type_proton_ATPase	gene-LOC102680098	V-type proton ATPase 116 kDa subunit a	AD|c30292_g1	45	48	0.937500	True	9484.00	154.573869	52.940000	98.322821	1296
Apis_dorsata	ABCG_half_transporter	gene-LOC102680101	ATP-binding cassette sub-family G member 4-like, transcript variant X1	AD|c40727_g1	109	120	0.908333	True	2242.00	36.540976	13.030000	90.680326	7197
Apis_dorsata	cytochrome_P450	gene-LOC102680110	cytochrome P450 6k1-like, transcript variant X1	AD|c38992_g1	103	120	0.858333	True	10583.00	172.485793	75.170000	98.869361	874
Apis_dorsata	COMMD3	gene-LOC102680136	COMM domain-containing protein 3-like, transcript variant X1	AD|c39981_g1	90	94	0.957447	True	7667.00	124.959706	18.690000	94.006191	4629
Apis_dorsata	cytochrome_P450	gene-LOC102680304	cytochrome P450 4C1-like	AD|c27785_g1	48	48	1.000000	True	1280.00	20.861931	11.210000	88.983720	8507
Apis_dorsata	glutathione_S_transferase	gene-LOC102680400	glutathione S-transferase-like	AD|c30910_g1	44	48	0.916667	True	164.00	2.672935	3.730000	72.820639	20987
Apis_dorsata	Nach_DEG_ENaC	gene-LOC102680463	pickpocket protein 28-like	AD|c33185_g1	28	48	0.583333	True	28.00	0.456355	0.450000	26.543458	56719
Apis_dorsata	ABCG_half_transporter	gene-LOC102680489	ATP-binding cassette sub-family G member 4, transcript variant X1	AD|c40727_g1	102	120	0.850000	True	2242.00	36.540976	13.030000	90.680326	7197
Apis_dorsata	ABCC_MRP	gene-LOC102680579	multidrug resistance-associated protein 7	AD|c42077_g1	47	48	0.979167	True	3114.00	50.753166	12.110000	89.872172	7821
Apis_dorsata	V_type_proton_ATPase	gene-LOC102680677	V-type proton ATPase subunit F	AD|c61769_g1	45	48	0.937500	True	4295.00	70.001557	88.210000	99.053268	732
Apis_dorsata	cytochrome_P450	gene-LOC102680693	cytochrome P450 307a1-like	AD|c1637_g1	6	47	0.127660	True	4.00	0.065194	0.600000	32.954295	51769
Apis_dorsata	major_facilitator	gene-LOC102680851	major facilitator superfamily domain-containing protein 1-like	AD|c38928_g1	46	48	0.958333	True	1624.00	26.468575	8.220000	85.223991	11410
Apis_dorsata	organic_anion_transport	gene-LOC102680902	solute carrier organic anion transporter family member 1A5-like		0	48	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	cytochrome_P450	gene-LOC102680980	probable cytochrome P450 6a13	AD|c39382_g1	44	48	0.916667	True	6752.00	110.046685	55.500000	98.414775	1225
Apis_dorsata	ABCG_half_transporter	gene-LOC102681104	ATP-binding cassette sub-family G member 1-like	AD|c36443_g1	47	48	0.979167	True	4312.00	70.278630	30.100000	96.782925	2485
Apis_dorsata	aquaporin	gene-LOC102681139	aquaporin-like, transcript variant X1	AD|c40704_g1	72	94	0.765957	True	933.00	15.206392	9.870000	87.477497	9670
Apis_dorsata	aquaporin	gene-LOC102681154	aquaporin AQPAe.a-like	AD|c41827_g2	19	48	0.395833	True	2653.00	43.239611	56.090000	98.440677	1205
Apis_dorsata	aquaporin	gene-LOC102681264	aquaporin-like, transcript variant X1	AD|c36929_g1	63	93	0.677419	True	4254.00	69.333323	30.980000	96.893010	2400
Apis_dorsata	Nach_DEG_ENaC	gene-LOC102681270	sodium channel protein Nach-like	AD|c35816_g2	17	48	0.354167	True	45.00	0.733427	0.770000	39.205833	46942
Apis_dorsata	ABCC_MRP	gene-LOC102681300	multidrug resistance-associated protein 4-like	AD|c38751_g1	37	48	0.770833	True	9689.00	157.915038	21.010000	94.907593	3933
Apis_dorsata	cytochrome_P450	gene-LOC102681329	cytochrome P450 6a8-like	AD|c41019_g1	20	48	0.416667	True	12066.00	196.656295	120.430000	99.326538	521
Apis_dorsata	cytochrome_P450	gene-LOC102681345	probable cytochrome P450 6a14	AD|c42071_g6	28	48	0.583333	True	1757.00	28.636260	38.460000	97.585899	1865
Apis_dorsata	cytochrome_P450	gene-LOC102681346	probable cytochrome P450 301a1, mitochondrial	AD|c39638_g2	41	47	0.872340	True	95.00	1.548346	1.170000	48.980094	39395
Apis_dorsata	mucin	gene-LOC102681378	mucin-19-like, transcript variant X1	AD|c42392_g1	49	120	0.408333	True	3240.00	52.806763	13.080000	90.712704	7172
Apis_dorsata	V_type_proton_ATPase	gene-LOC102681408	V-type proton ATPase subunit e 2-like	AD|c42717_g1	48	48	1.000000	True	4732.00	77.123951	86.700000	99.031251	749
Apis_dorsata	V_type_proton_ATPase	gene-LOC102681424	V-type proton ATPase subunit S1-like	AD|c16731_g1	47	48	0.979167	True	8076.00	131.625745	87.140000	99.036432	745
Apis_dorsata	ABCB_P_glycoprotein	gene-LOC102681460	ATP-binding cassette sub-family B member 6, mitochondrial	AD|c33840_g1	46	48	0.958333	True	4212.00	68.648791	10.760000	88.526543	8860
Apis_dorsata	cytochrome_P450	gene-LOC102681589	probable cytochrome P450 6a14		0	48	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	chitin_synthase	gene-LOC102681708	chitin synthase chs-2, transcript variant X1	AD|c25456_g1	17	120	0.141667	True	18.00	0.293371	0.570000	31.635864	52787
Apis_dorsata	cytochrome_P450	gene-LOC102681730	probable cytochrome P450 6a14, transcript variant X1	AD|c39505_g1	42	120	0.350000	True	410.00	6.682337	4.140000	74.949814	19343
Apis_dorsata	cytochrome_P450	gene-LOC102681845	probable cytochrome P450 305a1	AD|c3418_g1	45	48	0.937500	True	2323.00	37.861145	23.130000	95.592711	3404
Apis_dorsata	glutathione_S_transferase	gene-LOC102681959	glutathione S-transferase 1-1-like, transcript variant X1	AD|c40523_g1	66	92	0.717391	True	306.00	4.987305	8.520000	85.709660	11035
Apis_dorsata	mucin	gene-LOC116184859	mucin-19-like, transcript variant X1	AD|c40406_g1	63	120	0.525000	True	1309.00	21.334584	8.310000	85.299108	11352
Apis_dorsata	Nach_DEG_ENaC	gene-LOC116184868	sodium channel protein Nach-like	AD|c42037_g2	24	48	0.500000	True	246.00	4.009402	2.540000	65.698781	26486
Apis_dorsata	cytochrome_P450	gene-LOC116185414	probable cytochrome P450 6a14	AD|c36698_g1	44	47	0.936170	True	4006.00	65.291324	33.490000	97.185707	2174
Apis_dorsata	ABCC_MRP	gene-LOC116186356	probable multidrug resistance-associated protein lethal(2)03659	AD|c38751_g1	47	48	0.979167	True	9689.00	157.915038	21.010000	94.907593	3933
Apis_dorsata	UDP_glycosyltransferase	gene-LOC116186509	UDP-glucuronosyltransferase 1-6-like	AD|c36904_g1	46	48	0.958333	True	1607.00	26.191502	11.780000	89.703806	7951
Apis_dorsata	mucin	gene-LOC116186682	integumentary mucin C.1-like		0	48	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186694	mucin-5AC-like		0	47	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186702	integumentary mucin C.1-like		0	47	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186707	integumentary mucin A.1-like		0	47	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186711	integumentary mucin A.1-like		0	48	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186713	integumentary mucin C.1-like		0	48	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186714	integumentary mucin C.1-like		0	46	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186719	integumentary mucin A.1-like		0	47	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186721	integumentary mucin A.1-like		0	47	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186723	integumentary mucin A.1-like		0	47	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186724	integumentary mucin A.1-like		0	48	0.000000	False	0.00	0.000000	0.000000	NA	NA
Apis_dorsata	mucin	gene-LOC116186794	integumentary mucin C.1-like		0	48	0.000000	False	0.00	0.000000	0.000000	NA	NA
