orthogroup	AL_reads	AD_reads	AL_per_million_input_R1	AD_per_million_input_R1	raw_ratio	median_normalized_ratio	panels	descriptions
OG0006019	16	15	8.0	7.5	1.0666666666666667	0.8691358024691358		XP_003693996.2 protein Abitram [Apis florea]; XP_006562545.3 protein Simiate [Apis mellifera]; XP_006623525.2 protein Abitram [Apis dorsata]; XP_012164781.1 protein Abitram [Bombus terrestris]; XP_043800140.1 protein Abitram [Apis laboriosa]; XP_061932419.1 protein Abitram [Apis cerana]
OG0006021	41	11	20.5	5.5	3.727272727272727	3.0370370370370368		XP_012340658.1 uncharacterized protein LOC105735165 [Apis florea]; XP_026299239.1 uncharacterized protein LOC113219062 [Apis mellifera]; XP_028524272.2 uncharacterized protein LOC114577990 [Apis cerana]; XP_031369077.1 uncharacterized protein LOC116186330 [Apis dorsata]; XP_043791440.1 uncharacterized protein LOC122714286 [Apis laboriosa]; XP_048265700.1 uncharacterized protein LOC105666115 isoform X1 [Bombus terrestris]
OG0006022	71	65	35.5	32.5	1.0923076923076922	0.8900284900284899		XP_006566328.3 golgin subfamily A member 4 [Apis mellifera]; XP_006615164.2 golgin subfamily A member 4-like [Apis dorsata]; XP_012169078.1 golgin subfamily A member 4 isoform X1 [Bombus terrestris]; XP_031771387.2 uncharacterized protein LOC100866217 [Apis florea]; XP_043798730.1 golgin subfamily A member 4-like [Apis laboriosa]; XP_061937809.1 golgin subfamily A member 4 isoform X1 [Apis cerana]
OG0006023	1	0	0.5	0.0				XP_003251243.2 uncharacterized protein LOC100576746 isoform X1 [Apis mellifera]; XP_003401815.2 uncharacterized protein LOC100645506 isoform X1 [Bombus terrestris]; XP_006608728.1 uncharacterized protein LOC102680688 isoform X1 [Apis dorsata]; XP_043797318.1 uncharacterized protein LOC122717363 [Apis laboriosa]; XP_061934887.1 uncharacterized protein LOC114578003 isoform X1 [Apis cerana]; XP_086762397.1 uncharacterized protein LOC100870144 [Apis florea]
OG0006024	15	10	7.5	5.0	1.5	1.222222222222222		XP_003396387.1 uncharacterized protein LOC100652119 [Bombus terrestris]; XP_012341680.2 uncharacterized protein LOC100865788 [Apis florea]; XP_026296883.1 uncharacterized protein LOC107966040 [Apis mellifera]; XP_028524375.1 uncharacterized protein LOC114578021 isoform X1 [Apis cerana]; XP_031364784.1 uncharacterized protein LOC116185162 [Apis dorsata]; XP_043796206.1 uncharacterized protein LOC122716835 [Apis laboriosa]
OG0006026	1	1	0.5	0.5	1.0	0.8148148148148148		XP_006624680.1 uncharacterized protein LOC102674324 isoform X1 [Apis dorsata]; XP_026300198.1 uncharacterized protein LOC100577197 isoform X1 [Apis mellifera]; XP_031772249.2 uncharacterized protein LOC100864475 isoform X1 [Apis florea]; XP_043796123.1 LOW QUALITY PROTEIN: uncharacterized protein MAL8P1.12-like [Apis laboriosa]; XP_048263330.1 LOW QUALITY PROTEIN: uncharacterized protein LOC100647899 [Bombus terrestris]; XP_061928380.1 uncharacterized protein LOC114578052 [Apis cerana]
OG0006027	0	2	0.0	1.0	0.0	0.0		XP_012167939.1 uncharacterized protein LOC100649198 [Bombus terrestris]; XP_016772013.2 uncharacterized protein LOC107965571 [Apis mellifera]; XP_028524673.1 uncharacterized protein LOC114578079 isoform X1 [Apis cerana]; XP_031366517.1 uncharacterized protein LOC116185677 [Apis dorsata]; XP_043794367.1 uncharacterized protein LOC122715893 [Apis laboriosa]; XP_086768037.1 uncharacterized protein LOC100866190 [Apis florea]
OG0006028	1	2	0.5	1.0	0.5	0.4074074074074074		XP_003695615.3 uncharacterized protein LOC100863110 isoform X1 [Apis florea]; XP_006608330.2 uncharacterized protein LOC102676756 isoform X1 [Apis dorsata]; XP_012164923.1 uncharacterized protein LOC100647716 isoform X1 [Bombus terrestris]; XP_026298102.1 uncharacterized protein LOC113218939 [Apis mellifera]; XP_028524735.1 uncharacterized protein LOC114578084 isoform X1 [Apis cerana]; XP_043794090.1 uncharacterized protein LOC122715738 [Apis laboriosa]
OG0006029	58	60	29.0	30.0	0.9666666666666667	0.7876543209876543		XP_026298929.1 rap1 GTPase-activating protein 1 isoform X1 [Apis mellifera]; XP_031364997.1 rap1 GTPase-activating protein 1-like [Apis dorsata]; XP_043791382.1 rap1 GTPase-activating protein 1 isoform X1 [Apis laboriosa]; XP_048260282.1 rap1 GTPase-activating protein 1 isoform X1 [Bombus terrestris]; XP_061936595.1 rap1 GTPase-activating protein 1 isoform X1 [Apis cerana]; XP_086772448.1 uncharacterized protein LOC100864830 isoform X1 [Apis florea]
OG0006030	19	12	9.5	6.0	1.5833333333333333	1.2901234567901234		XP_012348441.1 uncharacterized protein LOC100869130 [Apis florea]; XP_020721314.1 uncharacterized protein LOC100647905 [Bombus terrestris]; XP_026299664.1 uncharacterized protein LOC107965751 [Apis mellifera]; XP_028524820.1 uncharacterized protein LOC114578103 [Apis cerana]; XP_031370304.1 uncharacterized protein LOC116186607 isoform X1 [Apis dorsata]; XP_043790162.1 uncharacterized protein LOC122713621 [Apis laboriosa]
OG0006032	3	6	1.5	3.0	0.5	0.4074074074074074		XP_006623676.2 uncharacterized protein LOC102674366 [Apis dorsata]; XP_012340592.1 uncharacterized protein LOC100865541 [Apis florea]; XP_026299068.1 uncharacterized protein LOC100576387 [Apis mellifera]; XP_028525107.2 uncharacterized protein LOC114578155 [Apis cerana]; XP_043787072.1 uncharacterized protein LOC122711941 [Apis laboriosa]; XP_048265593.1 uncharacterized protein LOC125385854 [Bombus terrestris]
OG0006033	15	6	7.5	3.0	2.5	2.037037037037037		XP_003402123.1 cytochrome b5 [Bombus terrestris]; XP_006569990.1 cytochrome b5 [Apis mellifera]; XP_031369380.1 LOW QUALITY PROTEIN: cytochrome b5-like [Apis dorsata]; XP_031774221.2 cytochrome b5 [Apis florea]; XP_043793350.1 cytochrome b5-like [Apis laboriosa]; XP_061931375.1 cytochrome b5 isoform X2 [Apis cerana]
OG0006035	1	7	0.5	3.5	0.14285714285714285	0.1164021164021164		XP_012346561.2 uncharacterized protein LOC105736459 [Apis florea]; XP_016773513.1 uncharacterized protein LOC107966087 [Apis mellifera]; XP_020723481.1 uncharacterized protein LOC100649041 [Bombus terrestris]; XP_031368734.1 uncharacterized protein LOC116186242 [Apis dorsata]; XP_043800814.1 uncharacterized protein LOC122719225 [Apis laboriosa]; XP_061927654.1 uncharacterized protein LOC114578240 [Apis cerana]
OG0006036	0	1	0.0	0.5	0.0	0.0		XP_012345099.3 uncharacterized protein LOC105736159 [Apis florea]; XP_016769345.2 uncharacterized protein LOC107964934 isoform X1 [Apis mellifera]; XP_020720473.2 uncharacterized protein LOC110119589 [Bombus terrestris]; XP_028525478.2 uncharacterized protein LOC114578242 [Apis cerana]; XP_031364702.1 uncharacterized protein LOC116185130 [Apis dorsata]; XP_043789793.1 uncharacterized protein LOC122713425 [Apis laboriosa]
OG0006037	2	1	1.0	0.5	2.0	1.6296296296296295		XP_006558638.1 uncharacterized protein LOC113218523 [Apis mellifera]; XP_006613262.1 uncharacterized protein LOC102679614 isoform X1 [Apis dorsata]; XP_016904389.1 uncharacterized protein LOC114578270 isoform X1 [Apis cerana]; XP_043786054.1 uncharacterized protein LOC122711380 isoform X1 [Apis laboriosa]; XP_048263333.1 uncharacterized protein LOC100650135 [Bombus terrestris]; XP_086769763.1 uncharacterized protein LOC100868858 [Apis florea]
OG0006038	35	111	17.5	55.5	0.3153153153153153	0.2569235902569236		XP_006559333.1 SLIT and NTRK-like protein 5 isoform X1 [Apis mellifera]; XP_006624325.1 SLIT and NTRK-like protein 5 isoform X1 [Apis dorsata]; XP_012172668.2 mucin-2 isoform X1 [Bombus terrestris]; XP_031772796.2 uncharacterized protein LOC147658684 [Apis florea]; XP_043793864.1 uncharacterized protein LOC122715616 isoform X1 [Apis laboriosa]; XP_061939290.1 uncharacterized protein LOC133665594 [Apis cerana]
OG0006039	31	28	15.5	14.0	1.1071428571428572	0.9021164021164022		XP_006624597.1 probable cytosolic iron-sulfur protein assembly protein Ciao1 [Apis dorsata]; XP_012165271.1 probable cytosolic iron-sulfur protein assembly protein Ciao1 isoform X1 [Bombus terrestris]; XP_016772662.1 probable cytosolic iron-sulfur protein assembly protein Ciao1 isoform X1 [Apis mellifera]; XP_016918580.1 putative cytosolic iron-sulfur protein assembly protein Ciao1 [Apis cerana]; XP_031772363.1 cytosolic iron-sulfur assembly component 1 isoform X1 [Apis florea]; XP_043796043.1 probable cytosolic iron-sulfur protein assembly protein Ciao1 isoform X1 [Apis laboriosa]
OG0006040	30	24	15.0	12.0	1.25	1.0185185185185186		XP_006570730.1 uncharacterized protein LOC102655284 [Apis mellifera]; XP_006617244.2 uncharacterized protein LOC102674217 [Apis dorsata]; XP_012174739.2 serine--tRNA synthetase-like protein Slimp [Bombus terrestris]; XP_043800288.1 serine--tRNA ligase-like [Apis laboriosa]; XP_061932662.1 serine--tRNA ligase [Apis cerana]; XP_086766832.1 serine--tRNA synthetase-like protein Slimp [Apis florea]
OG0006042	61	79	30.5	39.5	0.7721518987341772	0.6291608063759963		XP_020720069.2 microtubule-associated protein futsch-like [Bombus terrestris]; XP_026298489.1 uncharacterized protein LOC113218982 [Apis mellifera]; XP_031365051.1 uncharacterized protein LOC102673240 isoform X1 [Apis dorsata]; XP_043795093.1 uncharacterized protein LOC122716256 [Apis laboriosa]; XP_061935219.1 uncharacterized protein LOC133665600 [Apis cerana]; XP_086758618.1 uncharacterized protein LOC147658850 [Apis florea]
OG0006043	5	8	2.5	4.0	0.625	0.5092592592592593		XP_001120845.2 peptidyl-tRNA hydrolase 2, mitochondrial [Apis mellifera]; XP_006618080.2 peptidyl-tRNA hydrolase 2, mitochondrial-like [Apis dorsata]; XP_016921268.1 peptidyl-tRNA hydrolase 2, mitochondrial [Apis cerana]; XP_043803565.1 peptidyl-tRNA hydrolase 2, mitochondrial-like [Apis laboriosa]; XP_048263361.1 peptidyl-tRNA hydrolase 2, mitochondrial [Bombus terrestris]; XP_086773065.1 peptidyl-tRNA hydrolase 2, mitochondrial [Apis florea]
OG0006044	97	81	48.5	40.5	1.1975308641975309	0.9757658893461363		XP_012164281.2 probable methyltransferase-like protein 15 homolog [Bombus terrestris]; XP_026296474.1 probable methyltransferase-like protein 15 homolog isoform X1 [Apis mellifera]; XP_031367075.1 probable methyltransferase-like protein 15 homolog isoform X1 [Apis dorsata]; XP_043785131.1 probable methyltransferase-like protein 15 homolog [Apis laboriosa]; XP_061931821.1 putative methyltransferase-like protein 15 homolog [Apis cerana]; XP_086771172.1 putative methyltransferase-like protein 15 homolog [Apis florea]
OG0006045	30	40	15.0	20.0	0.75	0.611111111111111		XP_003395165.2 tRNA-specific adenosine deaminase 1 [Bombus terrestris]; XP_006557406.1 tRNA-specific adenosine deaminase 1 isoform X1 [Apis mellifera]; XP_006623778.1 tRNA-specific adenosine deaminase 1 [Apis dorsata]; XP_016908082.1 tRNA-specific adenosine deaminase 1 [Apis cerana]; XP_043802898.1 tRNA-specific adenosine deaminase 1 [Apis laboriosa]; XP_086759313.1 tRNA-specific adenosine deaminase 1-like [Apis florea]
OG0006046	116	101	58.0	50.5	1.1485148514851484	0.9358269160249357		XP_016772857.2 uncharacterized protein LOC551953 isoform X1 [Apis mellifera]; XP_020720842.2 uncharacterized protein LOC110119643 [Bombus terrestris]; XP_031370217.1 uncharacterized protein LOC116186595 [Apis dorsata]; XP_031773696.1 uncharacterized protein LOC116413832 [Apis florea]; XP_043798090.1 uncharacterized protein LOC122717768 [Apis laboriosa]; XP_061935996.1 uncharacterized protein LOC133665604 [Apis cerana]
OG0006047	25	2	12.5	1.0	12.5	10.185185185185185		XP_003690128.2 uncharacterized protein LOC100869254 isoform X1 [Apis florea]; XP_006623642.1 ankyrin repeat domain-containing protein 39-like isoform X1 [Apis dorsata]; XP_016772483.1 ankyrin repeat domain-containing protein 39 isoform X1 [Apis mellifera]; XP_016915252.1 ankyrin repeat domain-containing protein 39 isoform X1 [Apis cerana]; XP_020721711.1 ankyrin repeat domain-containing protein 39 [Bombus terrestris]; XP_043789188.1 ankyrin repeat domain-containing protein 39-like isoform X1 [Apis laboriosa]
OG0006048	26	11	13.0	5.5	2.3636363636363638	1.925925925925926		XP_003692746.1 gem-associated protein 7 [Apis florea]; XP_006566277.1 gem-associated protein 7 [Apis mellifera]; XP_006621354.1 gem-associated protein 7-like [Apis dorsata]; XP_012167753.1 gem-associated protein 7 [Bombus terrestris]; XP_043791447.1 gem-associated protein 7-like [Apis laboriosa]; XP_061936515.1 gem-associated protein 7 [Apis cerana]
OG0006049	11	5	5.5	2.5	2.2	1.7925925925925927		XP_003696636.1 lipid transport auxiliary protein 1 [Apis florea]; XP_006621178.1 uncharacterized protein C1orf43 homolog [Apis dorsata]; XP_012164098.2 protein C1orf43 homolog [Bombus terrestris]; XP_026296402.1 uncharacterized protein C1orf43 homolog isoform X1 [Apis mellifera]; XP_043792583.1 protein C1orf43 homolog isoform X1 [Apis laboriosa]; XP_061931538.1 protein C1orf43 homolog [Apis cerana]
OG0006050	9	9	4.5	4.5	1.0	0.8148148148148148		XP_003396475.1 protein SREK1IP1 [Bombus terrestris]; XP_006558096.1 protein SREK1IP1 [Apis mellifera]; XP_006613597.1 protein SREK1IP1-like [Apis dorsata]; XP_012350669.1 uncharacterized protein LOC100866483 [Apis florea]; XP_028522873.2 protein SREK1IP1 [Apis cerana]; XP_043784610.1 protein SREK1IP1-like [Apis laboriosa]
OG0006051	24	19	12.0	9.5	1.263157894736842	1.0292397660818713		XP_003397560.1 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog [Bombus terrestris]; XP_006561808.1 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog [Apis mellifera]; XP_006607820.1 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog [Apis dorsata]; XP_043789539.1 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog [Apis laboriosa]; XP_061935361.1 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog [Apis cerana]; XP_086768910.1 uncharacterized protein LOC147658835 [Apis florea]
OG0006052	1	0	0.5	0.0				XP_003398626.1 uncharacterized protein LOC100648406 [Bombus terrestris]; XP_006624091.2 uncharacterized protein LOC102680066 [Apis dorsata]; XP_026294886.1 uncharacterized protein LOC113218599 isoform X1 [Apis mellifera]; XP_043800872.1 uncharacterized protein LOC122719273 [Apis laboriosa]; XP_061928046.1 uncharacterized protein LOC133665743 [Apis cerana]; XP_086764549.1 uncharacterized protein LOC100868593 isoform X1 [Apis florea]
OG0006053	7	2	3.5	1.0	3.5	2.8518518518518516		XP_003403227.1 uncharacterized protein LOC100646693 [Bombus terrestris]; XP_003697117.2 L-selectin isoform X1 [Apis florea]; XP_006620236.1 uncharacterized protein LOC102674755 [Apis dorsata]; XP_043800833.1 LOW QUALITY PROTEIN: uncharacterized protein LOC122719242 [Apis laboriosa]; XP_061928142.1 uncharacterized protein LOC133665753 [Apis cerana]; XP_624294.3 uncharacterized protein LOC551905 [Apis mellifera]
OG0006054	82	54	41.0	27.0	1.5185185185185186	1.2373113854595337		XP_003698732.1 small integral membrane protein 14 [Apis florea]; XP_006609817.1 small integral membrane protein 14 [Apis dorsata]; XP_020724179.2 small integral membrane protein 14 [Bombus terrestris]; XP_043788402.1 small integral membrane protein 14 [Apis laboriosa]; XP_061928153.1 small integral membrane protein 14 [Apis cerana]; XP_624930.1 small integral membrane protein 14 [Apis mellifera]
OG0006056	4	8	2.0	4.0	0.5	0.4074074074074074		XP_001121988.2 COMM domain-containing protein 5 isoform X1 [Apis mellifera]; XP_003394467.1 COMM domain-containing protein 5 [Bombus terrestris]; XP_003698714.1 COMM domain-containing protein 5 [Apis florea]; XP_006608400.1 COMM domain-containing protein 5-like isoform X1 [Apis dorsata]; XP_043788420.1 COMM domain-containing protein 5-like isoform X1 [Apis laboriosa]; XP_061928328.1 COMM domain-containing protein 5 isoform X1 [Apis cerana]
OG0006057	67	68	33.5	34.0	0.9852941176470589	0.8028322440087147	immune_effector	XP_003394100.1 invertebrate-type lysozyme 3 [Bombus terrestris]; XP_003693440.1 lysozyme [Apis florea]; XP_006611951.1 lysozyme-like isoform X1 [Apis dorsata]; XP_043791153.1 lysozyme-like [Apis laboriosa]; XP_061929234.1 lysozyme isoform X2 [Apis cerana]; XP_393161.3 lysozyme [Apis mellifera]
OG0006058	14	8	7.0	4.0	1.75	1.4259259259259258		XP_003400486.1 beta-1,3-galactosyltransferase 5 [Bombus terrestris]; XP_003689679.2 beta-1,3-galactosyltransferase 5 [Apis florea]; XP_006610259.2 beta-1,3-galactosyltransferase 5 [Apis dorsata]; XP_016767481.2 beta-1,3-galactosyltransferase 5 [Apis mellifera]; XP_043788169.1 beta-1,3-galactosyltransferase 5 [Apis laboriosa]; XP_061929826.1 beta-1,3-galactosyltransferase 5 [Apis cerana]
OG0006059	13	6	6.5	3.0	2.1666666666666665	1.765432098765432	mitochondrial_respiration	XP_003395200.1 protein NDUFAF4 homolog [Bombus terrestris]; XP_006610278.1 protein NDUFAF4 homolog [Apis dorsata]; XP_012350210.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 [Apis florea]; XP_026296261.1 protein NDUFAF4 homolog [Apis mellifera]; XP_043788282.1 protein NDUFAF4 homolog [Apis laboriosa]; XP_061929860.1 protein NDUFAF4 homolog [Apis cerana]
OG0006060	36	36	18.0	18.0	1.0	0.8148148148148148		XP_006619770.2 bifunctional peptidase and arginyl-hydroxylase JMJD5-like isoform X1 [Apis dorsata]; XP_012343349.2 bifunctional peptidase and arginyl-hydroxylase JMJD5 isoform X1 [Apis florea]; XP_026296208.1 jmjC domain-containing protein 5-like isoform X1 [Apis mellifera]; XP_043802137.1 bifunctional peptidase and arginyl-hydroxylase JMJD5-like isoform X1 [Apis laboriosa]; XP_048261070.1 bifunctional peptidase and arginyl-hydroxylase JMJD5 isoform X1 [Bombus terrestris]; XP_061930024.1 bifunctional peptidase and arginyl-hydroxylase JMJD5 isoform X1 [Apis cerana]
OG0006061	161	56	80.5	28.0	2.875	2.3425925925925926		XP_003402423.1 protein FAM151B isoform X1 [Bombus terrestris]; XP_003689916.2 protein FAM151B isoform X1 [Apis florea]; XP_026296237.1 protein FAM151B isoform X1 [Apis mellifera]; XP_031364476.1 LOW QUALITY PROTEIN: protein FAM151B [Apis dorsata]; XP_043802480.1 protein FAM151B isoform X1 [Apis laboriosa]; XP_061930526.1 protein FAM151B isoform X1 [Apis cerana]
OG0006063	0	1	0.0	0.5	0.0	0.0		XP_001120111.2 paired mesoderm homeobox protein 2-like [Apis mellifera]; XP_012345950.2 uncharacterized protein LOC100872430 [Apis florea]; XP_031365353.1 paired box protein Pax-3-like [Apis dorsata]; XP_043792263.1 short stature homeobox protein 2-like [Apis laboriosa]; XP_048261683.1 short stature homeobox protein 2-like [Bombus terrestris]; XP_061931083.1 short stature homeobox protein 2 [Apis cerana]
OG0006064	3	7	1.5	3.5	0.42857142857142855	0.3492063492063492		XP_020723108.2 integrin alpha-8 [Bombus terrestris]; XP_026296668.1 integrin alpha-8-like [Apis mellifera]; XP_031365358.1 integrin alpha-4-like [Apis dorsata]; XP_043793127.1 integrin alpha-PS4-like [Apis laboriosa]; XP_061931108.1 integrin alpha-4 isoform X1 [Apis cerana]; XP_086761095.1 LOW QUALITY PROTEIN: integrin alpha-PS4 [Apis florea]
OG0006065	19	9	9.5	4.5	2.111111111111111	1.7201646090534979		XP_003401963.1 RNA-binding motif protein, X-linked 2 [Bombus terrestris]; XP_006618608.1 RNA-binding motif protein, X-linked 2-like [Apis dorsata]; XP_026296361.1 RNA-binding motif protein, X-linked 2-like [Apis mellifera]; XP_043793107.1 RNA-binding motif protein, X-linked 2-like [Apis laboriosa]; XP_061931161.1 RNA-binding motif protein, X-linked 2 [Apis cerana]; XP_086760512.1 RNA-binding motif protein, X-linked 2 [Apis florea]
OG0006066	7	7	3.5	3.5	1.0	0.8148148148148148		XP_026296670.1 uncharacterized protein LOC102655148 [Apis mellifera]; XP_031366481.1 uncharacterized protein LOC102673971 [Apis dorsata]; XP_043792992.1 uncharacterized protein LOC122715131 [Apis laboriosa]; XP_048261971.1 uncharacterized protein LOC105665736 [Bombus terrestris]; XP_061931205.1 uncharacterized protein LOC133666116 [Apis cerana]; XP_086761207.1 uncharacterized protein LOC105736285 [Apis florea]
OG0006067	0	5	0.0	2.5	0.0	0.0		XP_006562263.2 uncharacterized protein LOC102656371 [Apis mellifera]; XP_006614052.1 uncharacterized protein LOC102673368 [Apis dorsata]; XP_012164509.1 uncharacterized protein LOC105665800 [Bombus terrestris]; XP_012345562.2 uncharacterized protein LOC105736280 [Apis florea]; XP_043793080.1 uncharacterized protein LOC122715180 [Apis laboriosa]; XP_061931838.1 uncharacterized protein LOC133666185 [Apis cerana]
OG0006068	389	156	194.5	78.0	2.4935897435897436	2.0318138651471984	mitochondrial_respiration	XP_003395896.1 ATP synthase subunit g, mitochondrial [Bombus terrestris]; XP_003692415.1 ATP synthase F(0) complex subunit g, mitochondrial [Apis florea]; XP_006570969.1 ATP synthase subunit g, mitochondrial [Apis mellifera]; XP_006620931.1 ATP synthase subunit g, mitochondrial-like [Apis dorsata]; XP_043800352.1 ATP synthase subunit g, mitochondrial-like [Apis laboriosa]; XP_061932750.1 ATP synthase subunit g, mitochondrial [Apis cerana]
OG0006070	1705	0	852.5	0.0				XP_003251890.1 uncharacterized protein LOC100577143 [Apis mellifera]; XP_003398650.1 uncharacterized protein LOC100651768 [Bombus terrestris]; XP_003692935.2 uncharacterized protein LOC100866608 [Apis florea]; XP_006623625.1 uncharacterized protein LOC102678993 [Apis dorsata]; XP_043800546.1 uncharacterized protein LOC122719074 [Apis laboriosa]; XP_061932909.1 uncharacterized protein LOC133666381 [Apis cerana]
OG0006071	1	2	0.5	1.0	0.5	0.4074074074074074		XP_031371180.1 uncharacterized protein LOC116186855 [Apis dorsata]; XP_043790699.1 secreted RxLR effector protein 161-like [Apis laboriosa]; XP_048261111.1 uncharacterized protein LOC110119240 isoform X1 [Bombus terrestris]; XP_048264177.1 secreted RxLR effector protein 161-like [Bombus terrestris]; XP_048267037.1 secreted RxLR effector protein 161-like [Bombus terrestris]; XP_061933396.1 uncharacterized protein LOC133666454 [Apis cerana]
OG0006072	2	0	1.0	0.0				XP_006624720.1 uncharacterized protein LOC102679348 [Apis dorsata]; XP_026297482.1 uncharacterized protein LOC107964702 [Apis mellifera]; XP_043801605.1 uncharacterized protein LOC122719666 [Apis laboriosa]; XP_048263576.1 uncharacterized protein LOC100648478 isoform X1 [Bombus terrestris]; XP_061933741.1 uncharacterized protein LOC133666504 [Apis cerana]; XP_086759092.1 cilia- and flagella-associated protein 99 [Apis florea]
OG0006073	0	1	0.0	0.5	0.0	0.0		XP_003693310.1 uncharacterized protein LOC100867011 [Apis florea]; XP_006563908.1 uncharacterized protein LOC100577825 [Apis mellifera]; XP_006607472.1 uncharacterized protein LOC102680072 [Apis dorsata]; XP_012166387.2 uncharacterized protein LOC105665989 isoform X1 [Bombus terrestris]; XP_043797208.1 uncharacterized protein LOC122717315 [Apis laboriosa]; XP_061934334.1 uncharacterized protein LOC133666561 [Apis cerana]
OG0006074	53	45	26.5	22.5	1.1777777777777778	0.9596707818930041		XP_003397472.1 ubiquitin carboxyl-terminal hydrolase 30 homolog [Bombus terrestris]; XP_006569851.1 ubiquitin carboxyl-terminal hydrolase 30 homolog [Apis mellifera]; XP_006621969.1 ubiquitin carboxyl-terminal hydrolase 30 homolog [Apis dorsata]; XP_043796766.1 ubiquitin carboxyl-terminal hydrolase 30 homolog [Apis laboriosa]; XP_061934881.1 ubiquitin carboxyl-terminal hydrolase 30 homolog [Apis cerana]; XP_086761835.1 ubiquitin specific protease 30 [Apis florea]
OG0006075	3	0	1.5	0.0				XP_006569770.1 ras-related protein Rab-34-like isoform X1 [Apis mellifera]; XP_012173160.1 ras-related protein Rab-34 [Bombus terrestris]; XP_012341465.1 ras-related protein Rab-34 [Apis florea]; XP_031369374.1 ras-related protein Rab-34 isoform X1 [Apis dorsata]; XP_043796996.1 ras-related protein Rab-34-like isoform X1 [Apis laboriosa]; XP_061934942.1 ras-related protein Rab-34 [Apis cerana]
OG0006076	136	45	68.0	22.5	3.022222222222222	2.462551440329218		XP_001120404.1 transmembrane protein 14C [Apis mellifera]; XP_003690701.1 transmembrane protein 14C [Apis florea]; XP_006610464.1 transmembrane protein 14C [Apis dorsata]; XP_012174471.1 transmembrane protein 14C [Bombus terrestris]; XP_043791664.1 transmembrane protein 14C [Apis laboriosa]; XP_061934954.1 transmembrane protein 14C isoform X1 [Apis cerana]
OG0006077	12	6	6.0	3.0	2.0	1.6296296296296295		XP_026298046.1 guanine nucleotide-binding protein subunit beta-like protein [Apis mellifera]; XP_031369329.1 uncharacterized protein LOC116186385 [Apis dorsata]; XP_043796993.1 ribosome biogenesis protein WDR12 homolog [Apis laboriosa]; XP_048264804.1 pre-mRNA-processing factor 17 [Bombus terrestris]; XP_061935004.1 small ribosomal subunit protein RACK1 [Apis cerana]; XP_086761830.1 striatin homolog isoform X1 [Apis florea]
OG0006078	1	2	0.5	1.0	0.5	0.4074074074074074		XP_012167345.2 titin homolog [Bombus terrestris]; XP_026298740.1 mucin-3A [Apis mellifera]; XP_031365058.1 myb-like protein U [Apis dorsata]; XP_043795072.1 phosphatidylinositol 3-kinase 3-like [Apis laboriosa]; XP_061935142.1 protein PF3D7_1417600 [Apis cerana]; XP_086761110.1 uncharacterized protein LOC100866665 [Apis florea]
OG0006079	26	29	13.0	14.5	0.896551724137931	0.7305236270753512		XP_003397851.1 5'-deoxynucleotidase HDDC2 isoform X1 [Bombus terrestris]; XP_006625113.1 HD domain-containing protein 2 [Apis dorsata]; XP_043789650.1 5'-deoxynucleotidase HDDC2 [Apis laboriosa]; XP_061935621.1 5'-deoxynucleotidase HDDC2 [Apis cerana]; XP_086762309.1 5'-deoxynucleotidase HDDC2 [Apis florea]; XP_624893.1 HD domain-containing protein 2 isoform X1 [Apis mellifera]
OG0006080	0	1	0.0	0.5	0.0	0.0		XP_026298531.1 uncharacterized protein LOC100578798 [Apis mellifera]; XP_031367831.1 LOW QUALITY PROTEIN: uncharacterized protein LOC102673468 [Apis dorsata]; XP_031775818.2 uncharacterized protein LOC105736114 [Apis florea]; XP_043789782.1 uncharacterized protein LOC122713415 [Apis laboriosa]; XP_048264445.1 uncharacterized protein LOC100651288 [Bombus terrestris]; XP_061935657.1 uncharacterized protein LOC133666705 isoform X1 [Apis cerana]
OG0006081	1	5	0.5	2.5	0.2	0.16296296296296298		XP_020722849.2 cilia- and flagella-associated protein 157 [Bombus terrestris]; XP_026298728.1 cilia- and flagella-associated protein 157 [Apis mellifera]; XP_031370601.1 cilia- and flagella-associated protein 157, partial [Apis dorsata]; XP_031773723.2 cilia- and flagella-associated protein 157 [Apis florea]; XP_043791771.1 cilia- and flagella-associated protein 157 [Apis laboriosa]; XP_061935771.1 cilia- and flagella-associated protein 157 [Apis cerana]
OG0006082	23	26	11.5	13.0	0.8846153846153846	0.7207977207977208		XP_003398188.2 pentatricopeptide repeat-containing protein 1, mitochondrial isoform X1 [Bombus terrestris]; XP_006564545.3 pentatricopeptide repeat-containing protein 1, mitochondrial, partial [Apis mellifera]; XP_031365439.1 pentatricopeptide repeat-containing protein 1, mitochondrial [Apis dorsata]; XP_043787151.1 pentatricopeptide repeat-containing protein 1, mitochondrial, partial [Apis laboriosa]; XP_061936030.1 pentatricopeptide repeat-containing protein 1, mitochondrial [Apis cerana]; XP_086769909.1 pentatricopeptide repeat-containing protein 1, mitochondrial isoform X1 [Apis florea]
