query_species	reference_species	unigene	group	gene	transcript	product	score	identity	query_coverage	aligned_nt	query_start	query_end	target_start	target_end	target_length	runner_up_score	unique_group	count	fpkm	tpm_submitted	tpm_length	length
AL	AL	AL|c6908_g1	OG0007894	LOC122716737	XM_043940090.1	eukaryotic translation initiation factor 3 subunit A	1137	1.0	0.8150537634408602	1137	0	1137	3135	4272	4272	0	True	2395.0	32.27	33.708412807157856	45.70630969907519	1395
AL	AL	AL|c69094_g1	OG0007734	LOC122719257	XM_043944921.1	brain tumor protein	418	1.0	1.0	418	0	418	1383	1801	2587	0	True	8.0	0.78	0.8147679575327899	0.5095168525353647	418
AL	AL	AL|c69097_g1	OG0009436	LOC122712896	XM_043932897.1	stabilizer of axonemal microtubules 2-like	420	1.0	1.0	420	0	420	2018	2438	3343	0	True	98.0	9.43	9.850335691710523	6.211859627160322	420
AL	AL	AL|c69124_g1	OG0009068	LOC122711031	XM_043929426.1	cAMP-regulated phosphoprotein 21, transcript variant X15	208	1.0	0.8	208	52	260	6208	6416	7382	0	True	1.0	0.75	0.7834307283969133	0.10239329055758774	260
AL	AL	AL|c69125_g1	OG0004554	LOC122711147	XM_043929633.1	uncharacterized LOC122711147, transcript variant X2	436	1.0	1.0	436	0	436	3725	4161	6313	0	True	45.0	3.94	4.115622759845118	2.7477098612930653	436
AL	AL	AL|c69175_g1	OG0002434	LOC122719105	XM_043944663.1	uncharacterized LOC122719105	448	1.0	1.0	448	0	448	605	1053	3459	0	True	4.0	0.33	0.3447095204946419	0.2376987102229715	448
AL	AL	AL|c69195_g1	OG0009467	LOC122716718	XM_043940073.1	uncharacterized LOC122716718	221	1.0	0.86328125	221	35	256	1386	1607	1607	0	True	0.0	0.0	0.0	0.0	256
AL	AL	AL|c69229_g1	OG0003368	LOC122719711	XM_043945766.1	uncharacterized LOC122719711	276	1.0	1.0	276	0	276	0	276	2669	0	True	2.0	1.03	1.0759115336650942	0.19291489525342617	276
AL	AL	AL|c69268_g1	OG0005309	LOC122712839	XM_043932774.1	neuronal acetylcholine receptor subunit alpha-10-like	363	0.9927536231884058	0.9856115107913669	414	0	411	0	414	2208	0	True	6.0	0.59	0.6162988396722384	0.38305403661831383	417
AL	AL	AL|c6926_g1	OG0001846	LOC122718528	XM_043943633.1	ER degradation-enhancing alpha-mannosidase-like protein 2	2257	1.0	0.9732643380767573	2257	44	2301	0	2257	2257	0	True	1032.0	7.66	8.001439172693809	11.847420320143138	2319
AL	AL	AL|c6928_g1	OG0007769	LOC122715938	XM_043938535.1	ceramide transfer protein, transcript variant X1	2243	1.0	0.9898499558693733	2243	23	2266	0	2243	2717	0	True	2546.0	19.49	20.35875319527445	29.911854641439003	2266
AL	AL	AL|c69294_g1	OG0000131	LOC122720644	XM_043947446.1	histone H2A	315	1.0	0.9662576687116564	315	11	326	0	315	460	0	True	16.0	3.57	3.729130267169307	1.3066137690784203	326
AL	AL	AL|c69303_g1	OG0008417	LOC122720291	XM_043946900.1	protein patched	987	0.9990069513406157	0.9508970727101038	1007	39	1046	0	1007	6709	0	True	48.0	0.92	0.9610083601668803	1.2066744722933853	1059
AL	AL	AL|c6931_g1	OG0006328	LOC122719248	XM_043944908.1	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	910	1.0	0.8053097345132744	910	9	919	0	910	910	0	True	10226.0	179.84	187.85624292653452	240.91963292291325	1130
AL	AL	AL|c69347_g1	OG0004176	LOC122711207	XM_043929747.1	uncharacterized LOC122711207	576	1.0	0.9746192893401016	576	15	591	3674	4250	4250	0	True	984.0	45.62	47.65347977262291	44.32537979061463	591
AL	AL	AL|c69385_g1	OG0003576	LOC122720398	XM_043947100.1	uncharacterized LOC122720398	239	0.992831541218638	1.0	279	0	279	1805	2084	6429	0	True	2.0	0.97	1.013237075393341	0.19084054154102373	279
AL	AL	AL|c69423_g1	OG0003141	LOC122718510	XM_043943598.1	Bardet-Biedl syndrome 2 protein homolog	254	1.0	1.0	254	0	254	28	282	2095	0	True	4.0	3.53	3.6873472949881387	0.41924811881846946	254
AL	AL	AL|c69436_g1	OG0002749	LOC122718070	XM_043942748.1	TOX high mobility group box family member 3-like, transcript variant X5	650	1.0	1.0	650	0	650	3122	3772	4285	0	True	341.0	13.41	14.00774142373681	13.966444832054966	650
AL	AL	AL|c69454_g1	OG0007515	LOC122718044	XM_043942712.1	regulator of nonsense transcripts 1, transcript variant X3	501	1.0	0.9881656804733728	501	6	507	4583	5084	5746	0	True	521.0	32.42	33.865098952837236	27.357386861796517	507
AL	AL	AL|c69464_g1	OG0007953	LOC122713481	XM_043933986.1	probable beta-hexosaminidase fdl, transcript variant X8	267	1.0	1.0	267	0	267	4572	4839	4885	0	True	133.0	84.23	87.98449367049602	13.261273361353497	267
AL	AL	AL|c6948_g1	OG0000948	LOC122713498	XM_043934031.1	histone deacetylase HDAC1, transcript variant X1	1748	0.9994343891402715	0.9971799210377891	1768	0	1768	0	1768	3212	0	True	1260.0	12.73	13.297430896656943	18.91936942282332	1773
AL	AL	AL|c69492_g1	OG0000612	LOC122713528	XM_043934084.1	dipeptidase 1-like	351	1.0	1.0	351	0	351	430	781	2774	0	True	6.0	1.0	1.0445743045292177	0.45508129136705666	351
AL	AL	AL|c6950_g1	OG0004584	LOC122717177	XM_043940996.1	thioredoxin domain-containing protein 9	886	1.0	0.8904522613065327	886	0	886	49	935	935	0	True	1763.0	36.71	38.34632271926758	47.170890980690515	995
AL	AL	AL|c69518_g1	OG0008408	LOC122718725	XM_043944015.1	uncharacterized LOC122718725, transcript variant X2	382	1.0	0.9204819277108434	382	0	382	0	382	4430	0	True	70.0	6.95	7.2597914164780635	4.490500935296619	415
AL	AL	AL|c69564_g1	OG0006403	LOC122718181	XM_043943005.1	nuclear factor 1 X-type, transcript variant X7	469	1.0	1.0	469	0	469	7142	7611	11446	0	True	328.0	24.14	25.216023711335318	18.61854972015156	469
AL	AL	AL|c69566_g1	OG0004845	LOC122719964	XM_043946268.1	protein turtle, transcript variant X15	446	1.0	1.0	446	0	446	5148	5594	10156	0	True	180.0	14.9	15.564157137485344	10.744408067477815	446
AL	AL	AL|c69569_g1	OG0003045	LOC122717985	XM_043942592.1	junctophilin-1, transcript variant X2	393	0.9953810623556582	0.9558498896247241	433	20	453	6097	6530	6531	0	True	1859.0	148.24	154.84769490341125	109.25115465365224	453
AL	AL	AL|c6956_g1	OG0008224	LOC122718958	XR_006347487.1	neurogenic protein mastermind, transcript variant X3	2259	1.0	0.9969108561341571	2259	0	2259	2331	4590	10065	0	True	1267.0	9.65	10.080142038706951	14.885435911509509	2266
AL	AL	AL|c69572_g1	OG0001194	LOC122716245	XM_043939140.1	uncharacterized LOC122716245	419	1.0	0.9699074074074074	419	0	419	336	755	2018	0	True	10.0	0.9	0.940116874076296	0.6162559153928892	432
AL	AL	AL|c69595_g1	OG0000294	LOC122714275	XM_043935478.1	zinc finger protein Noc-like, transcript variant X1	235	1.0	1.0	235	0	235	3096	3331	4581	0	True	3.0	4.7	4.909499231287323	0.33985858142518477	235
AL	AL	AL|c69618_g1	OG0000189	LOC122719496	XM_043945372.1	putative gustatory receptor 28a	986	1.0	0.8278757346767422	986	32	1018	43	1029	1390	0	True	43.0	0.71	0.7416477562157445	0.9611729541845767	1191
AL	AL	AL|c69629_g1	OG0002278	LOC122719168	XM_043944773.1	protein YIPF1	238	1.0	1.0	238	0	238	10635	10873	11863	0	True	6.0	8.52	8.899773074588936	0.6711492994530961	238
AL	AL	AL|c69630_g1	OG0007358	LOC122712506	XM_043933459.1	DNA N6-methyl adenine demethylase-like, transcript variant X2	245	1.0	0.9919028340080972	245	0	245	9375	9620	10647	0	True	0.0	0.0	0.0	0.0	247
AL	AL	AL|c6966_g1	OG0006512	LOC122714280	XM_043935497.1	odorant receptor coreceptor	300	1.0	1.0	300	0	300	6	306	1445	0	True	3.0	0.98	1.0236828184386335	0.2662225554497281	300
AL	AL	AL|c69746_g1	OG0000243	LOC122716996	XM_043940610.1	pupal cuticle protein-like	268	0.9845360824742269	0.8083333333333333	388	92	480	10	398	1888	0	True	11.0	0.77	0.8043222144874977	0.6100933562389602	480
AL	AL	AL|c69752_g1	OG0000724	LOC122715547	XM_043937817.1	dynein axonemal intermediate chain 2-like	375	1.0	0.9493670886075949	375	20	395	127	502	3284	0	True	6.0	0.68	0.7103105270798681	0.4043886918223718	395
AL	AL	AL|c69758_g1	OG0003304	LOC122718155	XM_043942936.1	probable chitinase 10	388	1.0	1.0	388	0	388	921	1309	8755	0	True	5.0	0.6	0.6267445827175306	0.34307030341459804	388
AL	AL	AL|c69792_g1	OG0004085	LOC122714755	XM_043936400.1	uncharacterized LOC122714755, transcript variant X2	376	1.0	1.0	376	0	376	1132	1508	4512	0	True	195.0	25.82	26.970908542944404	13.806754870398132	376
AL	AL	AL|c6982_g1	OG0008675	LOC122719083	XM_043944623.1	CCR4-NOT transcription complex subunit 6-like	2092	1.0	0.8570258090946333	2092	327	2419	16	2108	2108	0	True	1064.0	7.87	8.220799776644945	11.60429328138102	2441
AL	AL	AL|c69840_g1	OG0001763	LOC122714964	XM_043936781.1	regulator of G-protein signaling 17-like, transcript variant X3	214	1.0	0.9344978165938864	214	15	229	6700	6914	7343	0	True	3.0	5.79	6.048085223224171	0.3487631730782464	229
AL	AL	AL|c69855_g1	OG0003448	LOC122717210	XM_043941055.1	uncharacterized LOC122717210	263	1.0	1.0	263	0	263	248	511	3099	0	True	2.0	1.4	1.4624040263409046	0.20245061250929894	263
AL	AL	AL|c69867_g1	OG0000850	LOC122715421	XM_043937604.1	ionotropic receptor 75a-like	386	1.0	1.0	386	0	386	199	585	1940	0	True	6.0	0.73	0.7625392423063289	0.41381744370424056	386
AL	AL	AL|c69877_g1	OG0001095	LOC122711686	XM_043930694.1	centromere-associated protein E-like	295	1.0	0.9966216216216216	295	1	296	2494	2789	9485	0	True	4.0	1.4	1.4624040263409046	0.35976021006720016	296
AL	AL	AL|c69906_g1	OG0000466	LOC122720563	XM_043947347.1	uncharacterized LOC122720563	211	1.0	0.8508064516129032	211	0	211	1113	1324	1330	0	True	3.0	3.13	3.269517573176451	0.3220434138504775	248
AL	AL	AL|c69915_g1	OG0004651	LOC122716075	XM_043938796.1	lachesin-like, transcript variant X9	412	1.0	1.0	412	0	412	11758	12170	12588	0	True	51.0	5.17	5.400449154416056	3.2954733805670227	412
AL	AL	AL|c6991_g1	OG0007475	LOC122710976	XM_043929273.1	cytochrome b-c1 complex subunit 2, mitochondrial	1565	0.9993690851735015	1.0	1585	0	1585	15	1600	1607	0	True	25786.0	297.58	310.8444215418046	433.11134478401823	1585
AL	AL	AL|c69950_g1	OG0001646	LOC122710884	XM_043929093.1	B-cell lymphoma/leukemia 11B	499	1.0	1.0	499	0	499	5373	5872	5970	0	True	27.0	1.74	1.8175592898808388	1.4404827649584486	499
AL	AL	AL|c69954_g1	OG0003660	LOC122716420	XM_043939473.1	uncharacterized LOC122716420, transcript variant X8	309	1.0	1.0	309	0	309	186	495	7084	0	True	1.0	0.28	0.292480805268181	0.08615616681220974	309
AL	AL	AL|c70005_g1	OG0003218	LOC122713972	XM_043934867.1	coiled-coil domain-containing protein 142	447	1.0	0.8247232472324724	447	95	542	0	447	2751	0	True	6.0	0.33	0.3447095204946419	0.29471131599600897	542
AL	AL	AL|c70051_g1	OG0004469	LOC122719254	XM_043944917.1	sentrin-specific protease 8-like	794	1.0	0.8085539714867617	794	119	913	0	794	794	0	True	772.0	16.37	17.099681365143297	20.92910517384828	982
AL	AL	AL|c7005_g1	OG0007590	LOC122713306	XM_043933646.1	WW domain-binding protein 2, transcript variant X2	1343	1.0	0.832094175960347	1343	111	1454	0	1343	1343	0	True	12501.0	148.37	154.98348956300003	206.19877110762397	1614
AL	AL	AL|c7006_g1	OG0009102	LOC122713556	XM_043934126.1	E3 ubiquitin-protein ligase RBBP6, transcript variant X2	2835	1.0	0.9682377049180327	2835	0	2835	0	2835	6286	0	True	1848.0	10.58	11.051596141919124	16.802571122646775	2928
AL	AL	AL|c7008_g1	OG0000534	LOC122714294	XM_043935516.1	trypsin-7-like	1194	0.999176276771005	0.8880760790051208	1214	142	1356	0	1214	1214	0	True	4923.0	68.02	71.05194419407738	95.87517487044707	1367
AL	AL	AL|c70149_g1	OG0007742	LOC122719063	XM_043944594.1	homeobox protein Hox-C6a	448	1.0	0.8342644320297952	448	45	493	0	448	971	0	True	12.0	0.67	0.6998647840345759	0.5949107384351466	537
AL	AL	AL|c7014_g1	OG0006904	LOC122710915	XM_043929167.1	DNA-directed RNA polymerase I subunit RPA12	556	0.9982638888888888	0.909952606635071	576	57	633	0	576	591	0	True	665.0	27.35	28.569107228874106	27.96808836873131	633
AL	AL	AL|c7015_g1	OG0008367	LOC122718809	XM_043944154.1	partitioning defective protein 6, transcript variant X1	1392	1.0	0.8613861386138614	1392	68	1460	0	1392	1392	0	True	1059.0	11.94	12.47221719607886	17.44614394933552	1616
AL	AL	AL|c70212_g1	OG0002985	LOC122714678	XM_043936382.1	potassium voltage-gated channel subfamily KQT member 1, transcript variant X17	357	1.0	0.9807692307692307	357	0	357	4442	4799	7388	0	True	44.0	6.48	6.768841493349331	3.2180748460956146	364
AL	AL	AL|c7023_g1	OG0004939	LOC122720813	XM_043947838.1	uncharacterized LOC122720813, transcript variant X4	1705	1.0	0.8589420654911839	1705	227	1932	165	1870	1870	0	True	1595.0	14.13	14.759834922997847	21.39168644545674	1985
AL	AL	AL|c70279_g1	OG0003633	LOC122717562	XM_043941780.1	threonylcarbamoyladenosine tRNA methylthiotransferase	1827	1.0	0.954046997389034	1827	0	1827	6	1833	1833	0	True	646.0	5.97	6.23610859803943	8.980666883578294	1915
AL	AL	AL|c70302_g1	OG0001473	LOC122719703	XM_043945750.1	peripheral plasma membrane protein CASK, transcript variant X7	346	1.0	0.9664804469273743	346	12	358	5065	5411	6374	0	True	104.0	16.21	16.932549476418618	7.733839599656906	358
AL	AL	AL|c70306_g1	OG0003250	LOC122719252	XM_043944915.1	polyglutamine-repeat protein pqn-41-like	808	1.0	1.0	808	0	808	32	840	2674	0	True	160.0	4.47	4.669247141245603	5.2717337712817445	808
AL	AL	AL|c70321_g1	OG0000255	LOC122715437	XM_043937632.1	cytoplasmic dynein 2 heavy chain 1	225	1.0	1.0	225	0	225	4487	4712	10377	0	True	0.0	0.0	0.0	0.0	225
AL	AL	AL|c70330_g1	OG0006884	LOC122712052	XM_043931368.1	regulating synaptic membrane exocytosis protein 2	1394	1.0	0.9844632768361582	1394	22	1416	3540	4934	7887	0	True	65.0	0.86	0.8983339018951273	1.2220668152706444	1416
AL	AL	AL|c7033_g1	OG0006116	LOC122712567	XM_043932297.1	lysosome-associated membrane glycoprotein 1	1471	0.9993293091884641	0.9243645381277124	1491	18	1509	0	1491	1491	0	True	29309.0	331.22	345.9839011461675	483.739422050594	1613
AL	AL	AL|c7036_g1	OG0006965	LOC122710687	XM_043928695.1	40S ribosomal protein S7, transcript variant X1	642	1.0	0.9455081001472754	642	16	658	34	676	676	0	True	26778.0	979.79	1023.4634578346821	1049.912752552698	679
AL	AL	AL|c70383_g1	OG0005314	LOC122716045	XM_043938743.1	uncharacterized LOC122716045	203	1.0	0.9902439024390244	203	0	203	153	356	510	0	True	1.0	5.21	5.442232126597224	0.1298646611949893	205
AL	AL	AL|c70385_g1	OG0007497	LOC122711757	XM_043930783.1	homeotic protein ultrabithorax-like, transcript variant X3	373	1.0	0.9841688654353562	373	6	379	4484	4857	4857	0	True	31.0	4.0	4.178297218116871	2.177545968058462	379
AL	AL	AL|c70390_g1	OG0008217	LOC122711797	XM_043930857.1	mitotic spindle assembly checkpoint protein MAD2A, transcript variant X2	538	1.0	0.9871559633027523	538	7	545	1338	1876	2445	0	True	22.0	1.19	1.243043422389769	1.0746598568612877	545
AL	AL	AL|c70414_g1	OG0002889	LOC122715124	XM_043937046.1	uncharacterized protein DDB_G0283697-like	459	1.0	1.0	459	0	459	1431	1890	2697	0	True	3.0	0.23	0.24025209004172007	0.17400167022858046	459
AL	AL	AL|c70417_g1	OG0008654	LOC122715183	XM_043937148.1	cilia- and flagella-associated protein 57	268	1.0	0.9403508771929825	268	17	285	47	315	3543	0	True	2.0	0.86	0.8983339018951273	0.18682284592963377	285
AL	AL	AL|c70422_g1	OG0008664	LOC122711593	XM_043930524.1	histone-lysine N-methyltransferase trithorax, transcript variant X5	1077	1.0	1.0	1077	0	1077	11326	12403	14652	0	True	554.0	10.38	10.84268128101328	13.694270726012013	1077
AL	AL	AL|c70430_g1	OG0002033	LOC122713776	XM_043934536.1	G protein-coupled receptor kinase 2, transcript variant X2	343	1.0	0.8705583756345178	343	48	391	5585	5928	5928	0	True	4.0	0.46	0.48050418008344015	0.2702767060403331	394
AL	AL	AL|c70434_g1	OG0008552	LOC122718399	XM_043943408.1	heterogeneous nuclear ribonucleoprotein L	464	1.0	1.0	464	0	464	3544	4008	7862	0	True	155.0	11.69	12.211073619946555	8.893210365238762	464
AL	AL	AL|c7043_g1	OG0002108	LOC122711022	XM_043929384.1	ATP-binding cassette sub-family B member 6	2988	1.0	0.9707602339181286	2988	72	3060	0	2988	2988	0	True	6087.0	33.01	34.481397792509476	52.64771588767041	3078
AL	AL	AL|c70441_g1	OG0009771	LOC122714784	XM_043936448.1	uncharacterized LOC122714784	512	1.0	1.0	512	0	512	2434	2946	3230	0	True	25.0	1.52	1.587752942884411	1.2999148215318757	512
AL	AL	AL|c70477_g1	OG0003907	LOC122714819	XM_043936510.1	centrosomal and chromosomal factor-like	252	1.0	0.9921259842519685	252	0	252	5978	6230	6230	0	True	4.0	3.53	3.6873472949881387	0.41924811881846946	254
AL	AL	AL|c7053_g1	OG0003270	LOC122717885	XM_043942372.1	transmembrane emp24 domain-containing protein 5-like	1071	1.0	0.8574859887910328	1071	127	1198	0	1071	1071	0	True	1377.0	21.3	22.24943268647234	29.350557154065303	1249
AL	AL	AL|c70544_g1	OG0000099	LOC122717771	XM_043942160.1	dehydrogenase/reductase SDR family member 4-like, transcript variant X2	233	1.0	0.91015625	233	0	233	95	328	1107	0	True	65.0	54.3	56.72038473593652	6.7595570719657525	256
AL	AL	AL|c70558_g1	OG0002596	LOC122714108	XM_043935145.1	homeobox protein invected-like	233	1.0	1.0	233	0	233	3	236	1804	0	True	2.0	3.35	3.4993239201728796	0.22851721497830738	233
AL	AL	AL|c7059_g1	OG0006654	LOC122718430	XM_043943454.1	glucose 1,6-bisphosphate synthase	2153	1.0	0.836116504854369	2153	246	2399	0	2153	2153	0	True	1583.0	10.45	10.915801482330323	16.366225447647363	2575
AL	AL	AL|c70618_g1	OG0001082	LOC122711301	XM_043929912.1	band 7 protein AGAP004871, transcript variant X2	304	1.0	0.9620253164556962	304	4	308	0	304	1684	0	True	4.0	1.02	1.0654657906198022	0.33699057651864317	316
AL	AL	AL|c70624_g1	OG0009297	LOC122710936	XM_043929201.1	elongation of very long chain fatty acids protein 7-like	322	0.9970760233918129	0.8402948402948403	342	0	342	871	1213	1213	0	True	5.0	0.52	0.5431786383551933	0.3270547364247274	407
AL	AL	AL|c70635_g1	OG0007022	LOC122711816	XM_043930891.1	DCN1-like protein 1, transcript variant X1	1077	1.0	0.9871677360219981	1077	0	1077	0	1077	3665	0	True	3190.0	58.74	61.358294648046254	77.84142547063544	1091
AL	AL	AL|c7066_g1	OG0000940	LOC122720819	XM_043947828.1	guanine nucleotide-binding protein G(i) subunit alpha	1721	1.0	0.926264800861141	1721	91	1812	0	1721	1721	0	True	1104.0	10.56	11.03070465582854	15.818606093460701	1858
AL	AL	AL|c70672_g1	OG0004539	LOC122720889	XM_043947950.1	dynein regulatory complex protein 1	468	1.0	0.9957446808510638	468	2	470	46	514	2601	0	True	3.0	0.22	0.2298063469964279	0.16992929071259238	470
AL	AL	AL|c7068_g1	OG0002003	LOC122711206	XM_043929766.1	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I, transcript variant X3	2254	1.0	0.8190406976744186	2254	55	2309	0	2254	2254	0	True	1711.0	10.49	10.957584454511494	16.551845653142617	2752
AL	AL	AL|c70700_g1	OG0008966	LOC122718242	XM_043943121.1	uncharacterized LOC122718242	316	1.0	1.0	316	0	316	442	758	1999	0	True	1.0	0.26	0.27158931917759666	0.08424764412966079	316
AL	AL	AL|c7071_g1	OG0001856	LOC122712976	XM_043933077.1	mushroom body large-type Kenyon cell-specific protein 1, transcript variant X3	488	1.0	1.0	488	0	488	82	570	8790	0	True	345.0	23.27	24.307244066394897	18.821061809458236	488
AL	AL	AL|c70721_g1	OG0008451	LOC122713683	XM_043934371.1	retinal homeobox protein Rx2, transcript variant X1	433	1.0	0.9908466819221968	433	4	437	1167	1600	4033	0	True	61.0	5.31	5.546689557050146	3.716150087513367	437
AL	AL	AL|c70757_g1	OG0002343	LOC122715695	XM_043938066.1	uncharacterized LOC122715695	258	1.0	0.862876254180602	258	11	269	0	258	258	0	True	1.0	0.33	0.3447095204946419	0.08903764396311976	299
AL	AL	AL|c70760_g1	OG0002305	LOC122712665	XM_043932472.1	uncharacterized LOC122712665	589	0.9940828402366864	0.9439775910364145	676	40	714	0	676	3786	0	True	16.0	0.54	0.5640701244457776	0.5965771550694188	714
AL	AL	AL|c70805_g1	OG0002928	LOC122711963	XM_043931215.1	TBC domain-containing protein kinase-like protein, transcript variant X3	864	1.0	0.8275862068965517	864	180	1044	0	864	2544	0	True	346.0	6.75	7.05087655557222	8.823084692107848	1044
AL	AL	AL|c70809_g1	OG0004225	LOC122717217	XM_043941060.1	ARL14 effector protein	701	1.0	0.817016317016317	701	148	849	0	701	701	0	True	766.0	19.62	20.494547854863253	23.767654717306726	858
AL	AL	AL|c70841_g1	OG0007358	LOC122712506	XM_043933459.1	DNA N6-methyl adenine demethylase-like, transcript variant X2	497	1.0	0.9631782945736435	497	14	511	2068	2565	10647	0	True	26.0	1.56	1.6295359150655797	1.3414314809482424	516
AL	AL	AL|c70878_g1	OG0004987	LOC122719573	XM_043945512.1	solute carrier family 66 member 3	1019	1.0	0.8837814397224631	1019	86	1105	0	1019	1019	0	True	868.0	14.87	15.532819908349467	20.041732708617864	1153
AL	AL	AL|c7087_g1	OG0003774	LOC122714565	XM_043936003.1	transducin beta-like protein 3	2643	1.0	0.9299788881069669	2643	80	2723	0	2643	2643	0	True	2589.0	15.32	16.002878345387618	24.252294020385154	2842
AL	AL	AL|c70940_g1	OG0000724	LOC122715547	XM_043937817.1	dynein axonemal intermediate chain 2-like	408	0.9976635514018691	0.8106060606060606	428	0	428	2856	3284	3284	0	True	6.0	0.34	0.35515526353993404	0.30252563119287285	528
AL	AL	AL|c7094_g1	OG0008583	LOC122711173	XM_043929980.1	protein spaetzle 5-like, transcript variant X4	363	1.0	0.983739837398374	363	0	363	0	363	2118	0	True	12.0	1.69	1.765330574654378	0.8657644079665956	369
AL	AL	AL|c70959_g1	OG0004942	LOC122720870	XM_043947935.1	uncharacterized LOC122720870, transcript variant X3	327	1.0	1.0	327	0	327	3223	3550	3684	0	True	39.0	8.59	8.972893275905982	3.175131395271987	327
AL	AL	AL|c7095_g1	OG0008365	LOC122718415	XM_043943433.1	F-box only protein 28	1357	1.0	0.8174698795180723	1357	291	1648	0	1357	1357	0	True	1760.0	19.22	20.076718133051564	28.22600587900732	1660
AL	AL	AL|c70964_g1	OG0004382	LOC122710332	XR_006345920.1	tyrosine-protein phosphatase non-receptor type 1, transcript variant X2	330	0.9946949602122016	1.0	377	0	377	5898	6273	6986	0	True	81.0	10.63	11.103824857145584	5.719901058734211	377
AL	AL	AL|c7103_g1	OG0005328	LOC122713579	XM_043934159.1	soluble calcium-activated nucleotidase 1, transcript variant X1	1443	1.0	0.962	1443	34	1477	0	1443	1443	0	True	1784.0	22.0	22.980634699642792	31.66273592815433	1500
AL	AL	AL|c71040_g1	OG0004712	LOC122711672	XM_043930673.1	cytosolic carboxypeptidase 2-like	313	0.996996996996997	1.0	333	0	333	1497	1830	3510	0	True	3.0	0.61	0.6371903257628228	0.2398401400448001	333
AL	AL	AL|c71135_g1	OG0005868	LOC122717456	XM_043941535.1	uncharacterized LOC122717456	251	1.0	1.0	251	0	251	1000	1251	3640	0	True	2.0	1.92	2.005582664696098	0.21212952625476345	251
AL	AL	AL|c71140_g1	OG0004293	LOC122714655	XM_043936185.1	retinoblastoma-like protein 1, transcript variant X6	571	1.0	1.0	571	0	571	3597	4168	4670	0	True	150.0	7.4	7.729849853516211	6.993587271008619	571
AL	AL	AL|c7114_g1	OG0003523	LOC122715117	XM_043937040.1	uncharacterized LOC122715117	244	1.0	1.0	244	0	244	384	628	2079	0	True	1.0	1.18	1.2325976793444768	0.10910760469251153	244
AL	AL	AL|c71166_g1	OG0004471	LOC122719275	XM_043944939.1	restin homolog	277	1.0	0.8738170347003155	277	40	317	605	882	882	0	True	8.0	2.02	2.11004009514902	0.6718550295261276	317
AL	AL	AL|c71222_g1	OG0001506	LOC122710740	XM_043928782.1	larval cuticle protein LCP-17-like	405	1.0	0.9926470588235294	405	0	405	210	615	765	0	True	27.0	2.81	2.935253795727102	1.7617669110643772	408
AL	AL	AL|c71237_g1	OG0005707	LOC122720749	XM_043947669.1	uncharacterized LOC122720749, transcript variant X2	536	1.0	0.8481012658227848	536	79	615	1081	1617	1617	0	True	20.0	0.82	0.8565509297139585	0.842476441296608	632
AL	AL	AL|c71240_g1	OG0000443	LOC122713165	XM_043933367.1	uncharacterized LOC122713165	292	1.0	1.0	292	0	292	1096	1388	2127	0	True	3.0	1.13	1.180368964118016	0.2735163240921864	292
AL	AL	AL|c7127_g1	OG0001871	LOC122711017	XM_043929375.1	ephrin type-B receptor 1-B, transcript variant X13	627	1.0	1.0	627	0	627	7465	8092	8104	0	True	86.0	3.59	3.7500217532598916	3.6515374431701146	627
AL	AL	AL|c71291_g1	OG0004326	LOC122718892	XM_043944290.1	SLIT-ROBO Rho GTPase-activating protein 1-like, transcript variant X16	279	1.0	1.0	279	0	279	4593	4872	4975	0	True	45.0	21.82	22.792611324827533	4.293912184673034	279
AL	AL	AL|c71318_g1	OG0005316	LOC122716355	XM_043939359.1	uncharacterized LOC122716355	565	1.0	1.0	565	0	565	392	957	2151	0	True	5.0	0.25	0.26114357613230443	0.23559518181391867	565
AL	AL	AL|c71362_g1	OG0007874	LOC122719640	XM_043945628.1	neuronal PAS domain-containing protein 4, transcript variant X2	412	1.0	1.0	412	0	412	39	451	2816	0	True	15.0	1.52	1.587752942884411	0.9692568766373595	412
AL	AL	AL|c71385_g1	OG0004615	LOC122717438	XM_043941492.1	uncharacterized LOC122717438	304	1.0	1.0	304	0	304	3614	3918	5394	0	True	3.0	0.92	0.9610083601668803	0.26271962708854746	304
AL	AL	AL|c71451_g1	OG0004615	LOC122717438	XM_043941492.1	uncharacterized LOC122717438	387	1.0	1.0	387	0	387	1179	1566	5394	0	True	5.0	0.61	0.6371903257628228	0.3439567899867288	387
AL	AL	AL|c71467_g1	OG0000095	LOC122718876	XM_043944252.1	A disintegrin and metalloproteinase with thrombospondin motifs 7-like	360	1.0	0.9625668449197861	360	14	374	1495	1855	1971	0	True	4.0	0.54	0.5640701244457776	0.2847300058285862	374
AL	AL	AL|c71513_g1	OG0004879	LOC122711784	XM_043930837.1	E3 ubiquitin-protein ligase LRSAM1-like	309	1.0	1.0	309	0	309	2	311	1784	0	True	4.0	1.13	1.180368964118016	0.34462466724883895	309
AL	AL	AL|c71535_g1	OG0000008	LOC122718627	XM_043943829.1	glucose dehydrogenase [FAD, quinone]-like	268	1.0	0.988929889298893	268	0	268	10	278	2334	0	True	1.0	0.58	0.6058530966269463	0.09823710533200299	271
