run_accession	species	location	assembly	start_1based	end_1based	mean_fragment_depth
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	651349	651448	29.4500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	651449	651548	34.1300
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	651549	651648	32.1300
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	651649	651748	24.8500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	651749	651848	25.1800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	651849	651948	29.3500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	651949	652048	28.2400
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652049	652148	29.3800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652149	652248	28.9800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652249	652348	40.9600
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652349	652448	41.6300
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652449	652548	39.6500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652549	652648	28.3800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652649	652748	29.4500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652749	652848	34.3700
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652849	652948	30.2000
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	652949	653048	29.1500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653049	653148	34.7700
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653149	653248	25.8800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653249	653348	24.4700
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653349	653448	25.7200
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653449	653548	23.7800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653549	653648	25.9100
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653649	653748	34.0200
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653749	653848	25.9600
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653849	653948	31.8600
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	653949	654048	21.4800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654049	654148	20.7100
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654149	654248	27.1700
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654249	654348	23.1600
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654349	654448	23.1300
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654449	654548	17.1200
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654549	654648	12.8100
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654649	654748	14.2200
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654749	654848	17.4200
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654849	654948	20.1500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	654949	655048	25.5800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655049	655148	24.2400
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655149	655248	30.5800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655249	655348	25.6000
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655349	655448	17.7800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655449	655548	24.0000
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655549	655648	25.5600
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655649	655748	19.2400
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655749	655848	27.0800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655849	655948	25.6600
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	655949	656048	22.1600
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656049	656148	22.5100
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656149	656248	20.9500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656249	656348	19.0500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656349	656448	26.7200
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656449	656548	29.7300
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656549	656648	28.6200
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656649	656748	25.9600
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656749	656848	26.5500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656849	656948	32.6900
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	656949	657048	31.8700
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657049	657148	32.4400
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657149	657248	33.3800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657249	657348	19.4900
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657349	657448	21.9500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657449	657548	18.8400
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657549	657648	19.2700
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657649	657748	21.5700
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657749	657848	20.1400
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657849	657948	16.6900
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	657949	658048	18.4800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	658049	658148	16.4800
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	658149	658248	20.7400
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	658249	658348	26.0700
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	658349	658448	35.5700
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	658449	658548	25.9900
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	658549	658648	24.8500
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	658649	658748	27.3400
SRR23343471	Apis dorsata	China: Yunnan, Xishuangbanna	AL_Shangrila	658749	658836	24.1591
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	650749	650848	27.0500
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	650849	650948	21.4000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	650949	651048	16.6300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651049	651148	18.4800
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651149	651248	22.1200
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651249	651348	23.5300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651349	651448	31.5900
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651449	651548	26.9700
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651549	651648	28.7300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651649	651748	26.5200
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651749	651848	27.4400
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651849	651948	29.8500
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651949	652048	35.7700
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652049	652148	24.2000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652149	652248	29.2900
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652249	652348	34.9700
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652349	652448	34.8000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652449	652548	38.9600
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652549	652648	39.5700
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652649	652748	36.2300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652749	652848	32.3000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652849	652948	34.2200
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652949	653048	34.5900
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653049	653148	39.4800
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653149	653248	42.4600
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653249	653348	40.9600
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653349	653448	34.5300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653449	653548	34.9000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653549	653648	27.7400
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653649	653748	26.0600
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653749	653848	37.1200
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653849	653948	40.2300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653949	654048	28.3100
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654049	654148	28.2800
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654149	654248	33.0700
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654249	654348	26.9200
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654349	654448	30.6400
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654449	654548	27.6000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654549	654648	23.5500
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654649	654748	20.2400
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654749	654848	22.2900
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654849	654948	26.7100
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654949	655048	27.5500
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655049	655148	24.7400
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655149	655248	32.7700
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655249	655348	28.5400
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655349	655448	25.8100
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655449	655548	37.4600
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655549	655648	33.1400
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655649	655748	31.1200
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655749	655848	33.7200
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655849	655948	30.8600
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655949	656048	27.9500
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656049	656148	29.8000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656149	656248	35.4000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656249	656348	30.9800
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656349	656448	30.8600
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656449	656548	31.6700
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656549	656648	32.1200
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656649	656748	30.9300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656749	656848	38.0900
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656849	656948	31.3800
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656949	657048	35.8300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657049	657148	30.3900
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657149	657248	28.4000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657249	657348	18.8100
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657349	657448	21.4200
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657449	657548	25.4400
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657549	657648	21.6000
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657649	657748	27.4300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657749	657848	26.8600
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657849	657948	23.1700
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657949	658048	28.1500
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658049	658148	20.2100
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658149	658248	28.4900
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658249	658348	26.0700
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658349	658448	31.2800
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658449	658548	33.1100
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658549	658648	33.6300
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658649	658748	27.3400
SRR23343472	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658749	658836	23.6136
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	650749	650848	68.1100
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	650849	650948	81.5200
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	650949	651048	61.5900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651049	651148	65.3200
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651149	651248	72.1900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651249	651348	67.3400
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651349	651448	56.0200
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651449	651548	58.3200
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651549	651648	71.5500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651649	651748	59.1200
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651749	651848	68.7700
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651849	651948	78.7700
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	651949	652048	83.0200
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652049	652148	71.5000
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652149	652248	79.2500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652249	652348	80.2400
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652349	652448	73.2100
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652449	652548	71.0700
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652549	652648	69.1400
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652649	652748	70.2600
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652749	652848	65.1700
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652849	652948	74.2500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	652949	653048	73.9600
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653049	653148	70.3200
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653149	653248	67.4500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653249	653348	61.9600
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653349	653448	69.0900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653449	653548	72.7800
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653549	653648	74.4300
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653649	653748	79.3500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653749	653848	67.1900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653849	653948	69.3900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	653949	654048	47.3900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654049	654148	59.0500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654149	654248	59.9100
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654249	654348	57.5600
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654349	654448	54.6400
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654449	654548	51.5300
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654549	654648	43.6100
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654649	654748	58.9700
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654749	654848	67.5700
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654849	654948	64.7300
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	654949	655048	74.9800
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655049	655148	79.9800
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655149	655248	63.2400
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655249	655348	61.4900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655349	655448	65.4700
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655449	655548	63.4200
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655549	655648	49.3900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655649	655748	41.7100
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655749	655848	51.5600
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655849	655948	56.0100
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	655949	656048	50.6500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656049	656148	51.7500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656149	656248	56.7500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656249	656348	64.1700
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656349	656448	68.9400
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656449	656548	70.5500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656549	656648	64.5300
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656649	656748	71.3900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656749	656848	67.8500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656849	656948	64.0300
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	656949	657048	67.4700
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657049	657148	63.7800
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657149	657248	65.2800
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657249	657348	51.7500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657349	657448	44.7300
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657449	657548	53.3900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657549	657648	50.1200
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657649	657748	53.4500
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657749	657848	52.1100
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657849	657948	49.8400
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	657949	658048	43.6900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658049	658148	44.5100
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658149	658248	55.5900
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658249	658348	51.3600
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658349	658448	52.6300
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658449	658548	57.5400
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658549	658648	54.9800
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658649	658748	55.9600
SRR23343473	Apis laboriosa	China: Yunnan, Honghe	AL_Shangrila	658749	658836	56.2386
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	650749	650848	26.3900
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	650849	650948	28.7900
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	650949	651048	29.2800
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651049	651148	32.2100
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651149	651248	29.5900
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651249	651348	29.1600
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651349	651448	29.9400
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651449	651548	25.1500
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651549	651648	24.1500
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651649	651748	24.4800
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651749	651848	29.1100
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651849	651948	30.5800
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	651949	652048	34.6600
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652049	652148	31.1100
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652149	652248	27.3500
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652249	652348	26.7400
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652349	652448	26.4200
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652449	652548	39.3600
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652549	652648	33.9100
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652649	652748	30.1000
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652749	652848	33.3100
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652849	652948	30.7700
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	652949	653048	30.9100
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653049	653148	27.9700
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653149	653248	26.3900
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653249	653348	28.4300
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653349	653448	31.1500
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653449	653548	30.5500
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653549	653648	32.0000
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653649	653748	32.4100
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653749	653848	30.5700
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653849	653948	30.3800
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	653949	654048	21.3100
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654049	654148	22.0000
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654149	654248	30.1500
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654249	654348	26.4700
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654349	654448	23.9700
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654449	654548	17.2900
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654549	654648	13.5100
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654649	654748	16.5300
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654749	654848	21.0900
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654849	654948	21.7700
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	654949	655048	24.9600
SRR23343474	Apis dorsata	China: Guangxi, Nanning	AL_Shangrila	655049	655148	29.4800
